"key","source","target"
"readableLore.journalEntries.surveyor8Text","<i>Day 72 surveying this dreadful land.

My first warm meal in months, albeit at the hands of a godless shaman and her primitive followers. Still, even I can find something bucolic in this hamlet of Marin.

But their prayers to hunks of stone keep me from sleeping. And I don't care one bit for the squawks and caws from the surrounding forest. What bird makes a sound so loud? </i>","<i>اليوم 72 في مسح هذه الأرض المروعة.

أول وجبة دافئة أحظى بها منذ شهور، وإن كانت على يد كاهنة وثنية وأتباعها البدائيين. ومع ذلك، حتى أنا يمكنني أن أجد مسحة ريفية في قرية مارين هذه.

لكن صلواتهم لكتل الحجارة تحرمني من النوم. ولا تروق لي بتاتاً تلك الصيحات والنعيب المنبعثة من الغابة المحيطة. أي طائر يصدر صوتاً بهذا العلو؟</i>"
"readableLore.journalEntries.surveyor9Text","<i>Day 89 surveying this dreary place.

A creaking, groaning cemetery of drifting ship hulls and beached whale carcasses poison the waters east of Sacrament. My god, the stench of it.

The fishermen here are little more than scavangers, picking the bones clean. Why not strap a few hulls together and set sail for anywhere else? Perhaps the mildew dulls their ambitions.</i>","<i>اليوم 89 في مسح هذا المكان الكئيب.

مقبرة تئن وتصرصر لهياكل سفن جانحة وجيف حيتان نافقة تسمم المياه شرق ساكرامنت. يا إلهي، كم هي مقززة هذه الرائحة.

الصيادون هنا ليسوا سوى نباشين يقتاتون على الفتات، ينبشون العظام حتى تجف. لمَ لا يربطون بضعة هياكل سفن معاً ويبحرون إلى أي مكان آخر؟ لعل العفن قد خدر طموحاتهم.</i>"
"readableLore.posters.risenRecruitment1Text","<nobr>All fall, only some RISE!</nobr>

<nobr>Phalen chokes us and then taxes us.</nobr>

<nobr>We ask for food and medicine, and they send soldiers.</nobr>

<nobr>Ellsworth, Elias Grafston, and the Lords of Tir are just puppets of the mainland.</nobr>

<nobr>Rise up! Take back your home!</nobr>

<nobr>You have always been <uppercase>RISEN</uppercase>.</nobr>
","<nobr>الجميع يسقطون، لكن القلة هم من ينهضون!</nobr>

<nobr>فالن تخنقنا ثم تفرض علينا الضرائب.</nobr>

<nobr>نطلب الطعام والدواء، فيرسلون إلينا الجنود.</nobr>

<nobr>إلسورث، وإلياس غرافتسون، ولوردات تير ليسوا سوى دمى في يد البر الرئيسي.</nobr>

<nobr>انهضوا! واستردوا دياركم!</nobr>

<nobr>لقد كنتم دوماً من <uppercase>الناهضين</uppercase>.</nobr>
"
"readableLore.posters.risenRecruitment2Text","<nobr>Dead, warriors may fall. But we will not.</nobr>

<nobr>Upon deaf ears, prayers may fall. But we will not.</nobr>

<nobr>Struck down, our allies may fall. But we will not.</nobr>

<nobr><uppercase>WE RISE.</uppercase></nobr>","<nobr>قد يسقط المحاربون موتى. لكننا لن نسقط.</nobr>

<nobr>قد تسقط الصلوات على آذان صماء. لكننا لن نسقط.</nobr>

<nobr>قد يُصرع حلفاؤنا ويسقطون. لكننا لن نسقط.</nobr>

<nobr><uppercase>نحن ننهض.</uppercase></nobr>"
"readableLore.posters.risenRecruitment3Text","<nobr>Tolek Duvain was 9 years old when Bolein Knights burned him alive in his own home. His crime? Being the child of parents who dared question their king.</nobr>

<nobr>There are a hundred Toleks on our province of Sacra. A hundred provinces in the Ashen Sea.</nobr>

<nobr>We fight for them all.</nobr>

<nobr>We are many. We are Risen.</nobr>","<nobr>كان توليك دوفين في التاسعة من عمره حين أحرقه فرسان بولين حياً في منزله. وما كانت جريمته؟ أنه ابن لأبوين تجرآ على مساءلة ملكهما.</nobr>

<nobr>هناك مئة توليك في مقاطعتنا ساكرا. ومئة مقاطعة في بحر الرماد.</nobr>

<nobr>نحن نقاتل من أجلهم جميعاً.</nobr>

<nobr>نحن كثرة. نحن الناهضون.</nobr>"
"readableLore.posters.wantedBountyTheDefendersOfKnellapGang","<nobr>Name: Defenders of Knellap</nobr>

<nobr>Crimes: Mayhem, assault, general confusion</nobr>

<nobr>Description: Deranged, heavily armored ""knights"" in the service of House Knellap. As a matter of record, no such House exists. Claim others are trespassers and invaders on their sovereign soil. Sigil appears to be... a chicken?</nobr>

<nobr>-Captain Randolph</nobr>","<nobr>الاسم: حماة نيلاب</nobr>

<nobr>الجرائم: الشغب، والاعتداء، وإثارة الفوضى العامة</nobr>

<nobr>الوصف: ""فرسان"" فاقدو العقل مدججون بالدروع الثقيلة في خدمة بيت نيلاب. للتوضيح في السجلات الرسمية، لا وجود لمثل هذا البيت إطلاقاً. يزعمون أن الآخرين دخلاء وغزاة لأراضيهم السيادية. ويبدو أن شعارهم هو... دجاجة؟</nobr>

<nobr>- القبطان راندولف</nobr>"
"readableLore.posters.wantedBountyTheHuntsmenGang","<nobr>Name: The Huntsmen</nobr>

<nobr>Crimes: Maiming, torture, murder</nobr>

<nobr>Description: A gang of self-styled ""hunters"" recently arrived on Sacra. Dressed in rare pelts. Claim to compete over the challenge and glory of the ultimate quarry. What or who that is remains a mystery.</nobr>

<nobr>-Captain Randolph</nobr>","<nobr>الاسم: الصيادون</nobr>

<nobr>الجرائم: التشويه، والتعذيب، والقتل</nobr>

<nobr>الوصف: عصابة ممن يطلقون على أنفسهم ""صيادين"" وصلوا حديثاً إلى ساكرا. يرتدون فراء نادرة. يزعمون التنافس على تحدي ومجد اصطياد الطريدة الكبرى. وماهية تلك الطريدة أو هويتها تظل لغزاً مجهولاً.</nobr>

<nobr>- القبطان راندولف</nobr>"
"readableLore.posters.wantedBountyThePlagueDoctorsGang","<nobr>Name: The Plague Doctors</nobr>

<nobr>Crimes: Poison, arson, murder</nobr>

<nobr>Description: A cabal of former physicians and scholars who lost their families - and their minds - to the Pestilence. Now they wage a personal war against the ""infected"" - very broadly defined. </nobr>

<nobr>-Captain Randolph</nobr>","<nobr>الاسم: أطباء الطاعون</nobr>

<nobr>الجرائم: التسميم، والحرق المتعمد، والقتل</nobr>

<nobr>الوصف: عصبة من الأطباء والعلماء السابقين الذين فقدوا عائلاتهم - وعقولهم - جراء الوباء. والآن يشنون حرباً شعواء خاصة ضد ""المصابين"" - وفق تعريف فضفاض للغاية من جهتهم.</nobr>

<nobr>- القبطان راندولف</nobr>"
"readableLore.posters.wantedBountyTheReapersGang","<nobr>Name: The Reapers</nobr>

<nobr>Crimes: Murder without cause</nobr>

<nobr>Description: A death cult of sadistic killers. Dressed in cloaks and masks, they believe death is a blessing that should be granted to all. They claim to draw power from some cursed source.</nobr>

<nobr>-Captain Randolph</nobr>","<nobr>الاسم: الحصادون (الريبرز)</nobr>

<nobr>الجرائم: القتل دون دافع</nobr>

<nobr>الوصف: طائفة موت من القتلة الساديين. يرتدون العباءات والأقنعة، ويعتقدون أن الموت بركة ينبغي منحها للجميع. ويزعمون أنهم يستمدون قوتهم من مصدر ملعون.</nobr>

<nobr>- القبطان راندولف</nobr>"
"readableLore.posters.wantedBountyTheRedGang","<nobr>Name: The Red</nobr>

<nobr>Crimes: Assassination, robbery, kidnapping</nobr>

<nobr>Description: An all-female gang of brigands. Each wears a signature red scarf as a tribute to their favored method of violence - a slit throat. No known ideology or principles beyond chaos and profit.</nobr>

<nobr>-Captain Randolph</nobr>","<nobr>الاسم: الحمر</nobr>

<nobr>الجرائم: الاغتيال، والسطو، والاختطاف</nobr>

<nobr>الوصف: عصابة قطاع طرق مكونة بالكامل من النساء. ترتدي كل منهن وشاحاً أحمر مميزاً تكريماً لأسلوبهن المفضل في القتل - نحر الحناجر. لا أيديولوجيا أو مبادئ معروفة لديهن سوى الفوضى والتربح.</nobr>

<nobr>- القبطان راندولف</nobr>"
"readableLore.posters.wantedBountyTitle","<uppercase><i>WANTED DEAD</i></uppercase>","<uppercase><i>مطلوب ميت</i></uppercase>"
"readableLore.questItems.DanosGallowScaffoldingText","<uppercase><i>NOTICE</uppercase>: Work has been halted on the scaffolding due to lack of resources.

Seek me in the town square once proper materials are obtained to resume construction.

-Danos Tivian, Makers Guild</i>","<uppercase><i>إشعار</uppercase>: توقف العمل في السقالات بسبب نقص الموارد.

راجعني في ساحة المدينة فور تأمين المواد المناسبة لاستئناف البناء.

- دانوس تيفيان، نقابة الصنّاع</i>"
"readableLore.questItems.DanosRookeryText","<uppercase><i>NOTICE</uppercase>: Work has been halted on the stairway due to lack of resources. 

Seek me in the town square once proper materials are obtained to resume repairs. 

-Danos Tivian, Makers Guild</i>","<uppercase><i>إشعار</uppercase>: توقف العمل في الدرج بسبب نقص الموارد.

راجعني في ساحة المدينة فور تأمين المواد المناسبة لاستئناف الإصلاحات.

- دانوس تيفيان، نقابة الصنّاع</i>"
"readableLore.questItems.HuntersNoteLowlandMeadows","<i>Cerim - If you are reading this, Winnick and I will circle the gate through the old mine to the north. I hope you are not far behind. 

-Ellsworth</i>","<i>أيها السيريم - إن كنت تقرأ هذا، فسنلتف أنا ووينيك حول البوابة عبر المنجم القديم إلى الشمال. آمل ألا تتأخر عنا كثيراً.

- إلسورث</i>"
"readableLore.questItems.IrmgardsNoteOnDoor","<i>I am gathering herbs in the forest, through the cavern to the west.

If you are from Marin, do not lose hope.

If you are a traveler, do not linger here!

-Mender Irmgard</i>","<i>أنا أجمع الأعشاب في الغابة، عبر الكهف الواقع إلى الغرب.

إن كنت من مارين، فلا تفقد الأمل.

وإن كنت مسافراً، فلا تمكث هنا!

- المداوية إرمغارد</i>"
"readableLore.questItems.MarinWoodsDireNettleNote","<i>The natural world is a study in balance. When a poison spreads, a cure rises to meet it. All predators become prey, all lines become circles.

Gather me the Dire Nettle - a small spore, yes, but I've learned that it alone can expose the creeping Blight's heart. 

We must keep these foul weeds at bay. At least until nature once more tips her scales in our favor.

- Herbalist Trelo</i>","<i>عالم الطبيعة درس في التوازن؛ فحين يتفشى السم، ينهض الترياق لمواجهته. وتغدو كل المفترسات فرائس، وتتحول الخطوط المستقيمة إلى دوائر.

اجمع لي القراص الرهيب - إنه بوغ صغير الحجم، نعم، لكني علمت أنه وحده القادر على كشف فؤاد الآفة الزاحفة.

يجب أن نكبح هذه الأعشاب الخبيثة، على الأقل حتى تميل الطبيعة بكفتها لصالحنا من جديد.

- العشّاب تريلو</i>"
"readableLore.questItems.WillemNoteAtFarm","<i>Gone to the southern corner of the Black Trench to harvest faeces petrichorus. The fouler the dung, the richer the grow.

Not sure who I’m writing this note for, no one’s going to read it anyway. Hornswaggle. Pigeons. Marmalade stew.

Willem the Farmer</i>","<i>ذهبت إلى الزاوية الجنوبية من الخندق الأسود لجمع براز التربة المعطرة. فكلما كان الروث أنتن، كان الزرع أغنى وأوفر.

لست واثقاً لمن أكتب هذه الملاحظة، فلن يقرأها أحد على أي حال. خزعبلات. حمام. حساء المربى.

ويليم المزارع</i>"
"readableLore.questItems.quarryNoteText1","<i>the bars won't hold them back for long

sacrament abandoned me
god abandoned me

no one will remember my name</i>","<i>القضبان لن تصمد في وجوههم طويلاً

ساكرامنت تخلت عني
والإله تخلّى عني

لن يذكر أحد اسمي</i>"
"readableLore.questItems.quarryNoteText2","<i>I held out as long as I could
I'm sorry Tobias
I can feel it now
the black rain inside my mind
thoughts turn to blood
skin turns to eyes
do not 
ccome 
<line-indent=10%>here

<line-indent=20%>your Barrow</i>","<i>صمدت لأطول فترة ممكنة
أنا آسف يا توبياس
أشعر به الآن
المطر الأسود داخل عقلي
الأفكار تتحول إلى دماء
والجلد يتحول إلى عيون
لا 
تأتِ 
<line-indent=10%>إلى هنا

<line-indent=20%>صديقك، بارو</i>"
"readableLore.questItems.quarryTackeNoteOnWall","<i><nobr>Stark Reddis - 1 count kidnapping</nobr>

<nobr>Torbin Jons - 2 counts burglary</nobr>

<nobr>Josiana Etchling - 3 counts extortion</nobr>

<nobr>Hamis Jute - 1 count murder</nobr>

<nobr>Orchin Brum - 1 count arson</nobr>

<nobr>Jonas and Elia Riven - 6 counts murder, 12 counts assault, 8 counts robbery, 3 counts dismemberment, 5 counts kidnapping, 4 counts attempted murder, 1 count threats made against the crown</nobr></i>","<i><nobr>ستارك ريديس - تهمة اختطاف واحدة</nobr>

<nobr>توربين جونس - تهمتا سطو</nobr>

<nobr>جوسيانا إتشلينغ - 3 تهم ابتزاز</nobr>

<nobr>هاميس جوت - تهمة قتل واحدة</nobr>

<nobr>أورشين بروم - تهمة حريق متعمد واحدة</nobr>

<nobr>جوناس وإيليا ريفن - 6 تهم قتل، 12 تهمة اعتداء، 8 تهم سطو، 3 تهم بتر أطراف، 5 تهم اختطاف، 4 تهم شروع في القتل، وتهمة واحدة بالتهديد ضد التاج</nobr></i>"
