"key","source","target"
"items.gear.armor.tier3.captainRandolph.heroCaptainRandolphGloves.Description","A soldier's gauntlets are an extension of his hands. They are built for grasping and guiding the world to order. ","قفازات الجندي امتداد ليديه. صُنعت للإمساك بزمام الأمور وإرساء النظام في العالم."
"items.gear.armor.tier3.captainRandolph.heroCaptainRandolphGloves.Name","Captain's Fists","قبضتا القائد"
"items.gear.armor.tier3.captainRandolph.heroCaptainRandolphHelmet.Description","The strength of a soldier's helm is the difference between carrying out God's work and meeting God in person.","قوة خوذة الجندي هي الفارق بين إتمام عمل الإله وملاقاة الإله وجهًا لوجه."
"items.gear.armor.tier3.captainRandolph.heroCaptainRandolphHelmet.Name","Captain's Helm","خوذة القائد"
"items.gear.armor.tier3.captainRandolph.heroCaptainRandolphPants.Description","A soldier should always keep his boots firmly planted on the ground that he protects.","يجب على الجندي أن يبقي حذاءه مغروسًا بثبات في الأرض التي يحميها."
"items.gear.armor.tier3.captainRandolph.heroCaptainRandolphPants.Name","Captain's Stride","خطوة القائد"
"items.gear.armor.tier3.captainRandolph.heroCaptainRandolphVariationBHelmet.Description","Those who wear the armor of Sacrament must pledge themselves to shore up her walls like iron, and fall upon her enemies like rain.","على من يرتدي دروع ساكرامنت أن يتعهد بتدعيم أسوارها كالحديد، والانقضاض على أعدائها كالمطر المنهمر."
"items.gear.armor.tier3.captainRandolph.heroCaptainRandolphVariationBHelmet.Name","Lieutenant's Helm","خوذة الملازم"
"items.gear.armor.tier3.cartographer.cartographerBodyArmor.Description","A fair cloak stitched with many hidden pockets; for inks, compasses, and collected secrets.","عباءة أنيقة محاكة بجيوب مخفية عديدة؛ للأحبار والبوصلات والأسرار المجموعة."
"items.gear.armor.tier3.cartographer.cartographerBodyArmor.Name","Wayfinder's Shawl","شال مستكشف الآفاق"
"items.gear.armor.tier3.cartographer.cartographerGloves.Description","Half-fingered gloves stained with dust from every corner of Sacra.","قفازات بنصف أصابع ملطخة بغبار كل زاوية من زوايا ساكرا."
"items.gear.armor.tier3.cartographer.cartographerGloves.Name","Wayfinder's Touch","لمسة مستكشف الآفاق"
"items.gear.armor.tier3.cartographer.cartographerHelmet.Description","An angular shroud stitched of heavy, pale cloth - to block out the sun during long survey missions.","غطاء رأس مائل محاك من قماش ثقيل وشاحب - لحجب الشمس أثناء مهمات المسح الطويلة."
"items.gear.armor.tier3.cartographer.cartographerHelmet.Name","Wayfinder's Cap","قبعة مستكشف الآفاق"
"items.gear.armor.tier3.cartographer.cartographerPants.Description","""A map shows the way; a foot decides the truth."" --Eron Plinthy, Cartographer of House Orland","«الخريطة تدل على الطريق؛ والقدم تحدد الحقيقة.» - إيرون بلينثي، رسام خرائط بيت أورلاند"
"items.gear.armor.tier3.cartographer.cartographerPants.Name","Wayfinder's Path","مسار مستكشف الآفاق"
"items.gear.armor.tier3.caylenPrisonerGarbs.heroCaylenPrisonerGarbsBodyArmor.Description","A filthy, ragged cape belonging to one who formerly lived and worked in the Nameless Pass.","وشاح قذر ورث كان يخص سجينًا عاش وعمل في الممر المجهول."
"items.gear.armor.tier3.caylenPrisonerGarbs.heroCaylenPrisonerGarbsBodyArmor.Name","Holy Prisoner Rags","أسمال السجين المقدس"
"items.gear.armor.tier3.caylenPrisonerGarbs.heroCaylenPrisonerGarbsHelmet.Description","The quarry in the Nameless Pass was manned by prisoners from Fort Reach. Until the Pestilence arrived.","كان المحجر في الممر المجهول يُدار بسجناء من حصن ريتش. إلى أن حل الوباء."
"items.gear.armor.tier3.caylenPrisonerGarbs.heroCaylenPrisonerGarbsHelmet.Name","Holy Prisoner Pillory","مقطرة السجين المقدس"
"items.gear.armor.tier3.caylenPrisonerGarbs.heroCaylenPrisonerGarbsPants.Description","A pathetic pair of trousers belonging to a former prisoner.","سروال بائس يخص سجينًا سابقًا."
"items.gear.armor.tier3.caylenPrisonerGarbs.heroCaylenPrisonerGarbsPants.Name","Holy Prisoner Leggings","لفافات ساقي السجين المقدس"
"items.gear.armor.tier3.darkKnight.covenantKnightArmor.Description","Worn by one who served both steel and Speaker. The oaths may be broken, but the armor endures.","ارتداه من خدم كلاً من النصال والناطق. قد تنقض العهود، لكن الدرع يبقى صامدًا."
"items.gear.armor.tier3.darkKnight.covenantKnightArmor.Name","Covenant Knight Armor","درع فارس العهد"
"items.gear.armor.tier3.darkKnight.covenantKnightGloves.Description","Each finger etched with a vow. Break one, and the metal will remember.","نُقش نذر على كل إصبع. اخلف واحدًا، وسيتذكر المعدن ذلك."
"items.gear.armor.tier3.darkKnight.covenantKnightGloves.Name","Covenant Knight Gloves","قفازات فارس العهد"
"items.gear.armor.tier3.darkKnight.covenantKnightGreaves.Description","A pair of heavy leg guards polished to a ceremonial shine, dented by many forgotten wars.","زوج من واقيات الساقين الثقيلة تم صقلها لبريق شعائري، وشوهتها حروب منسية عديدة."
"items.gear.armor.tier3.darkKnight.covenantKnightGreaves.Name","Covenant Knight Greaves","دروع ساقي فارس العهد"
"items.gear.armor.tier3.darkKnight.covenantKnightSallet.Description","Narrow of vision, heavy with tradition. The helm of one who followed, not questioned.","ضيقة الرؤية، ثقيلة بالتقاليد. خوذة من اتبع الأوامر دون أن يسأل قط."
"items.gear.armor.tier3.darkKnight.covenantKnightSallet.Name","Covenant Knight Sallet","خوذة ساليه فارس العهد"
"items.gear.armor.tier3.dummy.groveguardArmor.Description","""Why put a target on my back, when I can wear one on my front?""  - Groveguard of Havenport","«لماذا أضع هدفًا على ظهري، بينما يمكنني ارتداء واحد على صدري؟» - حارس أيكة هافنبورت"
"items.gear.armor.tier3.dummy.groveguardArmor.Name","Groveguard Armor","درع حارس الأيكة"
"items.gear.armor.tier3.dummy.groveguardGauntlets.Description","Leather gloves thick enough to prick with a thorn, or stick with a dagger. ","قفازات جلدية سميكة بما يكفي لتتحمل وخزة شوكة، أو طعنة خنجر."
"items.gear.armor.tier3.dummy.groveguardGauntlets.Name","Groveguard Gauntlets","قفازات حارس الأيكة"
"items.gear.armor.tier3.dummy.groveguardHelm.Description","Every weapon forged needs to be tested at some point. ","كل سلاح يُطرق يحتاج إلى أن يُختبر في مرحلة ما."
"items.gear.armor.tier3.dummy.groveguardHelm.Name","Groveguard Helm","خوذة حارس الأيكة"
"items.gear.armor.tier3.dummy.groveguardTrousers.Description","Pray that your enemies aim for the shins.","ادعُ أن يصوب أعداؤك نحو قصبات ساقيك."
"items.gear.armor.tier3.dummy.groveguardTrousers.Name","Groveguard Trousers","سروال حارس الأيكة"
"items.gear.armor.tier3.duoKnight.heroDuoKnightBodyArmor.Description","A storm speaks once. Everything else is just echo.","العاصفة تتحدث مرة واحدة. وكل ما بعدها ليس سوى صدى خافت."
"items.gear.armor.tier3.duoKnight.heroDuoKnightBodyArmor.Name","Shriek of the Talon","صرخة المخلب"
"items.gear.armor.tier3.duoKnight.heroDuoKnightGloves.Description","""Electricity crawls, lightning leaps, loyalty burns."" -Wrath","«الكهرباء تزحف، والبرق يقفز، والولاء يحترق.» - الساخط"
"items.gear.armor.tier3.duoKnight.heroDuoKnightGloves.Name","Grip of the Talon","قبضة المخلب"
"items.gear.armor.tier3.duoKnight.heroDuoKnightHelmet.Description","When the air tastes like metal, look for lightning. When the air tastes like blood, look for Talon & Wrath.","حين تشتم طعم المعدن في الهواء، ترقب البرق. وحين تشتم طعم الدم، ترقب المخلب والساخط."
"items.gear.armor.tier3.duoKnight.heroDuoKnightHelmet.Name","Stare of the Talon","نظرة المخلب"
"items.gear.armor.tier3.duoKnight.heroDuoKnightPants.Description","“Fealty ends only when the body does.” -Wrath","«لا ينتهي الولاء إلا حين يبلى الجسد وينقضي أمره.» - الساخط"
"items.gear.armor.tier3.duoKnight.heroDuoKnightPants.Name","Leap of the Talon","وثبة المخلب"
"items.gear.armor.tier3.ellsworth.heroEllsworthBodyArmor.Description","A cloak which has seen far more of the world than its refined threadwork might suggest.","عباءة شهدت من العالم أكثر بكثير مما قد يوحي به نسيجها وخيوطها الرفيعة."
"items.gear.armor.tier3.ellsworth.heroEllsworthBodyArmor.Name","Noble Leather Cloak","عباءة النبيل الجلدية"
"items.gear.armor.tier3.ellsworth.heroEllsworthGloves.Description","A pair of heavy gloves suited for shaking hands as much as clutching weapons.","زوج من القفازات الثقيلة يلائم المصافحة بقدر ما يلائم القبض على الأسلحة."
"items.gear.armor.tier3.ellsworth.heroEllsworthGloves.Name","Noble Iron Gloves","قفازات النبيل الحديدية"
"items.gear.armor.tier3.ellsworth.heroEllsworthPants.Description","Leather breeches that were hand-made in Marin Village, though not many people know this.","سروال جلدي خيط يدويًا في قرية مارين، مع أن القليل من الناس يعلمون ذلك."
"items.gear.armor.tier3.ellsworth.heroEllsworthPants.Name","Noble Leather Breeches","سروال النبيل الجلدي"
"items.gear.armor.tier3.falseGuardian.falseGuardianBodyArmor.Description","Those foolish or greedy enough to steal ancient Cerim armor find themselves trapped within their own tomb.","أولئك الذين غلبهم الطمع أو الغباء لسرقة دروع السيريم القديمة يجدون أنفسهم محبوسين داخل قبورهم الخاصة."
"items.gear.armor.tier3.falseGuardian.falseGuardianBodyArmor.Name","False Guardian's Robe","رداء الحامي الزائف"
"items.gear.armor.tier3.falseGuardian.falseGuardianGloves.Description","Gauntlets such as these litter Sacra - relics of an ancient war - daring only the most desperate to slip them on.","تنتشر مثل هذه القفازات في أنحاء ساكرا - بقايا حرب قديمة - تتحدى أكثر البائسين يأسًا لارتدائها."
"items.gear.armor.tier3.falseGuardian.falseGuardianGloves.Name","False Guardian's Palms","كفوف الحامي الزائف"
"items.gear.armor.tier3.falseGuardian.falseGuardianHelmet.Description","It's unknown if the poor souls trapped beneath the ancient helm are still alive, dead, or some horror in between.","لا أحد يدري ما إذا كانت الأرواح البائسة المحبوسة تحت هذه الخوذة العتيقة لا تزال حية، أم ميتة، أم في منزلة مروعة بينهما."
"items.gear.armor.tier3.falseGuardian.falseGuardianHelmet.Name","False Guardian's Helm","خوذة الحامي الزائف"
"items.gear.armor.tier3.falseGuardian.falseGuardianPants.Description","Some say that, late at night in Sacrament's cemetery, you can hear the sound of thudding steps far below.","يقول البعض إنه في أواخر الليل بمقبرة ساكرامنت، يمكنك سماع صوت وقع خطوات ثقيلة في الأعماق السحيقة."
"items.gear.armor.tier3.falseGuardian.falseGuardianPants.Name","False Guardian's Greaves","دروع ساقي الحامي الزائف"
"items.gear.armor.tier3.falseHarbinger.falseHarbingerBodyArmor.Description","The armor may be ancient Cerim, but the body found within it is somehow both far younger and long dead.","قد يكون الدرع سيريميًا قديمًا، لكن الجسد الموجود بداخله أصغر سنًا بكثير وميت منذ زمن بعيد."
"items.gear.armor.tier3.falseHarbinger.falseHarbingerBodyArmor.Name","False Harbinger's Raiment","كسوة النذير الزائف"
"items.gear.armor.tier3.falseHarbinger.falseHarbingerGloves.Description","They shiver with the energy of the ancient, the Sayer's words long since twisted into lies.","ترتجف بطاقة القدماء، بعد أن حُرفت كلمات الناطق منذ زمن وتحولت إلى أكاذيب."
"items.gear.armor.tier3.falseHarbinger.falseHarbingerGloves.Name","False Harbinger's Gauntlets","قفازات النذير الزائف"
"items.gear.armor.tier3.falseHarbinger.falseHarbingerHelmet.Description","Empty eyes stare out from its sockets, a silent scream captured forever in its teeth.","أعين خاوية تحدق من محاجرها، وصرخة صامتة حُبست إلى الأبد بين أسنانها."
"items.gear.armor.tier3.falseHarbinger.falseHarbingerHelmet.Name","False Harbinger's Visage","محيا النذير الزائف"
"items.gear.armor.tier3.falseHarbinger.falseHarbingerPants.Description","The heavy footfalls of graverobbers turned into guardians, scavengers hollowed out into shambling shells.","الخطوات الثقيلة لنباشي القبور الذين تحولوا إلى حراس، ولصوص تفرغت دواخلهم ليصبحوا مجرد هياكل متثاقلة."
"items.gear.armor.tier3.falseHarbinger.falseHarbingerPants.Name","False Harbinger's Greaves","دروع ساقي النذير الزائف"
"items.gear.armor.tier3.falseNoble.falseNobleCloak.Description","From the proudest king to the lowest grave robber, everyone lies to themselves.","من أعتى الملوك تكبرًا إلى أحقر نباشي القبور، الجميع يكذبون على أنفسهم."
"items.gear.armor.tier3.falseNoble.falseNobleCloak.Name","False Noble Cloak","عباءة النبيل الزائف"
"items.gear.armor.tier3.falseNoble.falseNobleGauntlets.Description","A pair of powerful, hammered-steel gloves that can reach toward the might of the Cerim, but never grasp it.","زوج من القفازات الفولاذية المطروقة بقوة، تستطيع التطلع نحو بأس السيريم، لكنها تعجز عن إدراكه."
"items.gear.armor.tier3.falseNoble.falseNobleGauntlets.Name","False Noble Gauntlets","قفازات النبيل الزائف"
"items.gear.armor.tier3.falseOathkeeper.falseOathkeeperHelmet.Description","One can only imagine what ancient battlefields and plagued monstrosities these eyes have gazed upon.","لا يسع المرء إلا أن يتخيل ساحات المعارك القديمة والمسوخ الموبوءة التي حدقت فيها هذه الأعين."
"items.gear.armor.tier3.falseOathkeeper.falseOathkeeperHelmet.Name","False Oathkeeper's Visage","محيا حافظ العهد الزائف"
"items.gear.armor.tier3.falseRemnant.falseRemnantHelmet.Description","The False Ones do not eat nor drink, sleep nor rest. Their penance is ceaseless and eternal.","الزائفون لا يأكلون ولا يشربون، ولا ينامون ولا يرتاحون. فتوبتهم أبدية لا تنقطع."
"items.gear.armor.tier3.falseRemnant.falseRemnantHelmet.Name","False Remnant's Helmet","خوذة الأثر الزائف"
"items.gear.armor.tier3.falseShrinebreaker.falseShrinebreakerCloak.Description","This cloak may have been stitched by ancient hands and imbued with the power of the Sayer - but its most recent owner was a sad, desperate thief.","قد تكون هذه العباءة خيطت بأيدٍ عتيقة وأُشبعت بقوة الناطق - لكن أحدث مالك لها كان لصًا يائسًا وحزينًا."
"items.gear.armor.tier3.falseShrinebreaker.falseShrinebreakerCloak.Name","False Shrinebreaker Cloak","عباءة كاسر المزارات الزائف"
"items.gear.armor.tier3.falseShrinebreaker.falseShrinebreakerHands.Description","A pair of finely woven gloves that seem to glimmer with the ageless suffering of the False Ones.","زوج من القفازات المتقنة النسيج يبدو أنه يلمع بعذاب الزائفين السرمدي."
"items.gear.armor.tier3.falseShrinebreaker.falseShrinebreakerHands.Name","False Shrinebreaker Hands","يدا كاسر المزارات الزائف"
"items.gear.armor.tier3.irmgard.heroIrmgardBodyArmor.Description","A humble cloak woven by Dasha artisans. Countless pockets give way to countless secrets.","عباءة متواضعة نسجها حِرفيو داشا. جيوبها التي لا تحصى تخفي أسرارًا لا تنتهي."
"items.gear.armor.tier3.irmgard.heroIrmgardBodyArmor.Name","Dasha Mender Cloak","عباءة مداوي داشا"
"items.gear.armor.tier3.irmgard.heroIrmgardPants.Description","The Maker disdains flashy adornments. A pair of simple leather pants can suit lords and farmers alike.","الصانع يأنف من الزخارف المبهرجة. وسروال جلدي بسيط يمكن أن يناسب السادة والفلاحين على حد سواء."
"items.gear.armor.tier3.irmgard.heroIrmgardPants.Name","Dasha Mender Leggings","لفافات ساقي مداوي داشا"
"items.gear.armor.tier3.knight.heroKnightBodyArmor.Description","The armor of the capital - forged from ore in the mines of Bayscathe, and sculpted in Phalen herself.","درع العاصمة - صُهر من ركاز مناجم بيسكيث، ونُحت في فالن نفسها."
"items.gear.armor.tier3.knight.heroKnightBodyArmor.Name","Eversol Knight Armor","درع فارس إيفرسول"
"items.gear.armor.tier3.knight.heroKnightGloves.Description","A powerful pair of gauntlets. Sculpted from metal so pure they often glint in the sunlight.","زوج قوي من القفازات المدرعة. طُرق من معدن نقي لدرجة أنه يتلألأ في ضوء الشمس."
"items.gear.armor.tier3.knight.heroKnightGloves.Name","Eversol Knight Gauntlets","قفازات فارس إيفرسول"
"items.gear.armor.tier3.knight.heroKnightHelmet.Description","The crest of Eversol, the seat of power and nobility.","قمة إيفرسول، مقر السلطة والنبلاء."
"items.gear.armor.tier3.knight.heroKnightHelmet.Name","Eversol Knight Helmet","خوذة فارس إيفرسول"
"items.gear.armor.tier3.knight.heroKnightPants.Description","An immaculate pair of leg guards. Should only be worn by allies and defenders of Phalen.","زوج لا تشوبه شائبة من واقيات الساقين. لا ينبغي أن يرتديه إلا حلفاء فالن وحماتها."
"items.gear.armor.tier3.knight.heroKnightPants.Name","Eversol Knight Greaves","دروع ساقي فارس إيفرسول"
"items.gear.armor.tier3.knight.umbralKnightBodyArmor.Description","The armor of a monk, long dead, who claimed he could hear the earth breathe.","درع راهب ميت منذ زمن طويل، زعم أنه يستطيع سماع أنفاس الأرض."
"items.gear.armor.tier3.knight.umbralKnightBodyArmor.Name","Umbral Knight's Cloak","عباءة فارس الظلال"
"items.gear.armor.tier3.knight.umbralKnightGloves.Description","Clawed metal gauntlets with lethal hooks forged into the palm.","قفازات معدنية ذات مخالب مع خطافات قاتلة مطروقة في راحة اليد."
"items.gear.armor.tier3.knight.umbralKnightGloves.Name","Umbral Knight's Clutch","قبضة فارس الظلال"
"items.gear.armor.tier3.knight.umbralKnightHelmet.Description","It is said that inside this helm, you can hear the voices of those you've slain, whispering incessantly.","يقال إنك تستطيع داخل هذه الخوذة سماع أصوات أولئك الذين صرعتهم وهم يتهامسون بلا انقطاع."
"items.gear.armor.tier3.knight.umbralKnightHelmet.Name","Umbral Knight's Hollow","تجويف فارس الظلال"
"items.gear.armor.tier3.knight.umbralKnightPants.Description","A pair of finely-woven leggings that rustle like parchment pages when the wearer moves.","زوج من اللفافات المحاكة بإتقان تصدر حفيفًا يشبه صفحات الرق عندما يتحرك مرتديها."
"items.gear.armor.tier3.knight.umbralKnightPants.Name","Umbral Knight's Poise","وقار فارس الظلال"
"items.gear.armor.tier3.lanark.heroLanarkBodyArmor.Description","The stylish leather coat of a traveling seer, likely of dubious integrity. No doubt it has had many owners.","معطف جلدي أنيق لعرّاف متجول ذي نزاهة مشكوك فيها. لا شك أنه تنقل بين أيدي العديد من المالكين."
"items.gear.armor.tier3.lanark.heroLanarkBodyArmor.Name","Conjurer's Tunic","سترة المشعوذ"
"items.gear.armor.tier3.lanark.heroLanarkGloves.Description","Simple yet elegant leather gloves, of a type favored by mystics and soothsayers from the mainland.","قفازات جلدية بسيطة وأنيقة، يفضلها المتصوفة والمتنبئون القادمون من القارة."
"items.gear.armor.tier3.lanark.heroLanarkGloves.Name","Conjurer's Leather Gloves","قفازات المشعوذ الجلدية"
"items.gear.armor.tier3.lanark.heroLanarkHelmet.Description","When wrapped around the head it provides little protection but is excellent at wicking sweat.","عند لفها حول الرأس فإنها توفر حماية ضئيلة لكنها ممتازة في امتصاص العرق."
"items.gear.armor.tier3.lanark.heroLanarkHelmet.Name","Conjurer's Head Wrap","عصابة رأس المشعوذ"
"items.gear.armor.tier3.lanark.heroLanarkPants.Description","Slim leather trousers, suitable for those more interested in posture and appearance than protection.","سروال جلدي نحيف، مناسب لأولئك الذين يهتمون بالمظهر والهيئة أكثر من الحماية."
"items.gear.armor.tier3.lanark.heroLanarkPants.Name","Conjurer's Trousers","سروال المشعوذ"
"items.gear.armor.tier3.lanark.heroLanarkVariationBBodyArmor.Description","The coat of a traveling seer, who delved too far into the fell arts of the clerics from Giranoth.","معطف عرّاف متجول، تعمق كثيرًا في فنون رجال الدين المشؤومة من غيرانوث."
"items.gear.armor.tier3.lanark.heroLanarkVariationBBodyArmor.Name","Vile Conjurer's Tunic","سترة المشعوذ الخبيث"
"items.gear.armor.tier3.magetrainer.heroMagetrainerBodyArmor.Description","The drapings of a cleric from Blackhewn, on the eastern edge of The Seethe.","أردية رجل دين من بلاك-هيون، على الحافة الشرقية من الغليان."
"items.gear.armor.tier3.magetrainer.heroMagetrainerBodyArmor.Name","Blackhewn Mage's Robes","أردية ساحر بلاك-هيون"
"items.gear.armor.tier3.magetrainer.heroMagetrainerGloves.Description","Sewn from a sinister black cloth designed to amplify mystical powers.","خيطت من قماش أسود خبيث صُمم لتضخيم القوى السحرية والغامضة."
"items.gear.armor.tier3.magetrainer.heroMagetrainerGloves.Name","Blackhewn Mage's Gloves","قفازات ساحر بلاك-هيون"
"items.gear.armor.tier3.magetrainer.heroMagetrainerPants.Description","Although they wear shoes, it is said that the clerics from Blackhewn never touch the ground.","رغم أنهم يرتدون أحذية، إلا أنه يُقال إن رجال الدين من بلاك-هيون لا يلمسون الأرض أبدًا."
"items.gear.armor.tier3.magetrainer.heroMagetrainerPants.Name","Blackhewn Mage's Breeches","سروال ساحر بلاك-هيون"
"items.gear.armor.tier3.mindcontroller.heroMindcontrollerBodyArmor.Description","The diseased rags of a former Dasha cleric.","الأسمال الموبوءة لرجل دين سابق من داشا."
"items.gear.armor.tier3.mindcontroller.heroMindcontrollerBodyArmor.Name","The Caretaker's Habit","كسوة الراعي"
"items.gear.armor.tier3.mindcontroller.heroMindcontrollerPants.Description","The religious wrappings of the Dasha faithful, now malign and corrupted.","اللفافات الدينية لمؤمني داشا، أصبحت الآن خبيثة وفاسدة."
"items.gear.armor.tier3.mindcontroller.heroMindcontrollerPants.Name","The Caretaker's Tatters","أسمال الراعي"
"items.gear.armor.tier3.orlandB.heroOrlandBBodyArmor.Description","The most favored armor of the Knights of Tanth. A vibrant, formidable outfit.","أكثر دروع فرسان تانث تفضيلاً. حُلة نابضة بالحياة ومهيبة في آن واحد."
"items.gear.armor.tier3.orlandB.heroOrlandBBodyArmor.Name","Tanth Outrider Armor","درع طليعة تانث"
"items.gear.armor.tier3.orlandB.heroOrlandBGloves.Description","Gauntlets rumored to have been blessed by the King of Tanth himself.","قفازات يُشاع أن ملك تانث باركها بنفسه."
"items.gear.armor.tier3.orlandB.heroOrlandBGloves.Name","Tanth Outrider Gloves","قفازات طليعة تانث"
"items.gear.armor.tier3.orlandB.heroOrlandBHelmet.Description","Rumor has it the helms of Tanth are dyed with a mixture of saffron and blood.","تفيد الشائعات بأن خوذات تانث تُصبغ بمزيج من الزعفران والدماء."
"items.gear.armor.tier3.orlandB.heroOrlandBHelmet.Name","Tanth Outrider Cap","قبعة طليعة تانث"
"items.gear.armor.tier3.orlandB.heroOrlandBPants.Description","A pair of greaves forged in the finest (and only) armory on Tanth.","دروع ساقين صُنعت في أرقى (والوحيدة) ترسانة أسلحة في تانث."
"items.gear.armor.tier3.orlandB.heroOrlandBPants.Name","Tanth Outrider Leg Guards","واقيات ساقي طليعة تانث"
"items.gear.armor.tier3.orlandD.heroOrlandDHelmet.Description","A crimson helmet forged curiously in the shape of the known world.","خوذة قرمزية صُممت بشكل غريب على هيئة العالم المعروف."
"items.gear.armor.tier3.orlandD.heroOrlandDHelmet.Name","Tanth Vanguard Cap","قبعة مقدمة تانث"
"items.gear.armor.tier3.orlandE.heroOrlandEHelmet.Description","Its shape may prevent the wearer from hiding in the bushes; but the Knights of Tanth have no need for stealth.","قد يمنع شكلها صاحبها من الاختباء في الشجيرات؛ لكن فرسان تانث ليسوا بحاجة إلى التخفي قط."
"items.gear.armor.tier3.orlandE.heroOrlandEHelmet.Name","Tanth Cleaver Helmet","خوذة ساطور تانث"
"items.gear.armor.tier3.pigHeadBandit.heroPigHeadBanditBodyArmor.Description","The sweltering, stinking hide of the Boarskin clan. Best worn by those who have lost their sense of smell.","الجلد الخانق والكريه الرائحة لعشيرة جلود الخنازير. الأفضل ارتداؤه لمن فقد حاسة الشم."
"items.gear.armor.tier3.pigHeadBandit.heroPigHeadBanditBodyArmor.Name","Boarskin Leather Tunic","سترة جلد الخنزير"
"items.gear.armor.tier3.pigHeadBandit.heroPigHeadBanditGloves.Description","A filthy jumble of coarse leather in the vague shape of a pair of gloves.","فوضى قذرة من الجلد الخشن على هيئة غير واضحة لزوج من القفازات."
"items.gear.armor.tier3.pigHeadBandit.heroPigHeadBanditGloves.Name","Boarskin Leather Gloves","قفازات جلد الخنزير"
"items.gear.armor.tier3.pigHeadBandit.heroPigHeadBanditHelmet.Description","Any coward can forge a helmet out of metal. For the Boarskin, true glory comes from the wearing of flesh.","يمكن لأي جبان صهر المعادن لصنع خوذة. أما بالنسبة لجلود الخنازير، فالمجد الحقيقي ينبع من ارتداء اللحم النيء."
"items.gear.armor.tier3.pigHeadBandit.heroPigHeadBanditHelmet.Name","Boarskin Leather Hat","قبعة جلد الخنزير"
"items.gear.armor.tier3.pigHeadBandit.heroPigHeadBanditPants.Description","Best not to ask whence the leather which made these trousers was sourced.","من الأفضل ألا تسأل من أين جُلب الجلد الذي صُنع منه هذا السروال."
"items.gear.armor.tier3.pigHeadBandit.heroPigHeadBanditPants.Name","Boarskin Leather Pants","سروال جلد الخنزير"
"items.gear.armor.tier3.risenBrightburn.risenBrightburnBodyArmor.Description","A small sect of Risen scholars, now mostly dead, once attempted to harvest the luminous putrescence of the Gloam.","طائفة صغيرة من علماء الناهضين، معظمهم أموات الآن، حاولت ذات مرة استخراج العفن المضيء من الغسق القاتم."
"items.gear.armor.tier3.risenBrightburn.risenBrightburnBodyArmor.Name","Risen Brightburn Vest","صدرية الناهضين المتقدة"
"items.gear.armor.tier3.risenBrightburn.risenBrightburnGloves.Description","You can tell the hands of a Brightburn by the faintly glowing stains that cover their fingers.","يمكنك تمييز أيدي أفراد الفرقة المتقدة من البقع المتوهجة الخافتة التي تغطي أصابعهم."
"items.gear.armor.tier3.risenBrightburn.risenBrightburnGloves.Name","Risen Brightburn Gloves","قفازات الناهضين المتقدة"
"items.gear.armor.tier3.risenBrightburn.risenBrightburnHelmet.Description","Painted with a glowing rune, evocative and intimidating, but signifying nothing.","طُليت برمز متوهج يبث الرهبة، لكنه لا يحمل أي معنى حقيقي."
"items.gear.armor.tier3.risenBrightburn.risenBrightburnHelmet.Name","Risen Brightburn Helmet","خوذة الناهضين المتقدة"
"items.gear.armor.tier3.risenBrightburn.risenBrightburnPants.Description","The faint glowing light never wavers, even as the fabric rots around it.","الضوء المتوهج الخافت لا يخبو أبدًا، حتى وإن تعفن القماش من حوله."
"items.gear.armor.tier3.risenBrightburn.risenBrightburnPants.Name","Risen Brightburn Bones","عظام الناهضين المتقدة"
"items.gear.armor.tier3.saladKnight.heroSaladKnightBodyArmor.Description","The vibrant body armor of a mysterious outfit known only as the Order of the Moss.","الدرع الجسدي النابض بالحياة لتنظيم غامض لا يُعرف إلا باسم أخوية الطحالب."
"items.gear.armor.tier3.saladKnight.heroSaladKnightBodyArmor.Name","Verdant Warrior Armor","درع المحارب النضر"
"items.gear.armor.tier3.saladKnight.heroSaladKnightGloves.Description","Bronze, hammered metal, of unknown provenance.","معدن برونزي مطروق مجهول المصدر."
"items.gear.armor.tier3.saladKnight.heroSaladKnightGloves.Name","Verdant Warrior Gauntlets","قفازات المحارب النضر"
"items.gear.armor.tier3.saladKnight.heroSaladKnightHelmet.Description","And my enemies shall tremble before me, and my legend shall grow upon the earth.","وسيرتعد أعدائي أمامي فرقًا، وستعلو أسطورتي في أرجاء الأرض."
"items.gear.armor.tier3.saladKnight.heroSaladKnightHelmet.Name","Verdant Warrior Helm","خوذة المحارب النضر"
"items.gear.armor.tier3.saladKnight.heroSaladKnightPants.Description","Trousers belonging to one of the elusive, erudite members of the Order of the Moss.","سروال يخص أحد الأعضاء المراوغين والمتبحرين في أخوية الطحالب."
"items.gear.armor.tier3.saladKnight.heroSaladKnightPants.Name","Verdant Warrior Greaves","دروع ساقي المحارب النضر"
"items.gear.armor.tier3.swampGiant.heroSwampGiantBodyArmor.Description","A massive cloak cobbled together from damp hides and fetid rags.","عباءة ضخمة جُمعت ورُقعت من جلود رطبة وخرق بالية نتنة."
"items.gear.armor.tier3.swampGiant.heroSwampGiantBodyArmor.Name","Nith Leviathan Cloak","عباءة نيث الطاغية"
"items.gear.armor.tier3.swampGiant.heroSwampGiantHelmet.Description","The most prized adornment of the Nith. A headpiece made of nothing but bone and death.","أثمن حلي النيث على الإطلاق. غطاء رأس لم يُصنع إلا من العظام والموت."
"items.gear.armor.tier3.swampGiant.heroSwampGiantHelmet.Name","Nith Leviathan Skull","جمجمة نيث الطاغية"
