"key","source","target"
"entities.items.houseItems.furniture.benches.simplisticPlankBench.simplisticPlankBenchData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Simplistic Plank Bench</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>مقعد ألواح بسيط</color>."
"entities.items.houseItems.furniture.benches.whittledShortBench.whittledShortBenchData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Whittled Short  Bench</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>مقعد قصير منحوت</color>."
"entities.items.houseItems.furniture.cabinets.simpleWineCabinet.simpleWineCabinetData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Simple Wine Cabinet</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>خزانة النبيذ البسيطة</color>."
"entities.items.houseItems.furniture.chairs.charredSolitudeChair.charredSolitudeChairData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Charred Solitude Chair</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>كرسي العزلة المتفحم</color>."
"entities.items.houseItems.furniture.chairs.engravedHearthguardChair.engravedHearthguardChairData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Engraved Hearthgard Chair</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>كرسي هيرثغارد المنقوش</color>."
"entities.items.houseItems.furniture.chairs.sculptedEleganceChair.sculptedEleganceChairData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Sculpted Elegance Chair</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>كرسي الأناقة المنحوت</color>."
"entities.items.houseItems.furniture.chairs.simpleChair.simpleChairData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Simple Chair</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>كرسي بسيط</color>."
"entities.items.houseItems.furniture.chests.engravedHearthsideChest.engravedHearthsideChestData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>pick up the chest</color>.","اضغط على [block] <color=#F2E6BD>لالتقاط الصندوق</color>."
"entities.items.houseItems.furniture.chests.engravedHearthsideChest.engravedHearthsideChestData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>look inside the chest</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لتفحص الصندوق من الداخل</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطه</color>."
"entities.items.houseItems.furniture.chests.mediumChest.mediumChestData.assetContainerNameRef","House Chest","صندوق المنزل"
"entities.items.houseItems.furniture.cupboards.largeCupboard.largeCupboardData.assetContainerNameRef","Birchwood Cupboard","خزانة خشب البتولا"
"entities.items.houseItems.furniture.cupboards.largeCupboard.largeCupboardData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>pick up decoration</color>.","اضغط على [block] <color=#F2E6BD>لالتقاط الزينة</color>."
"entities.items.houseItems.furniture.cupboards.largeCupboard.largeCupboardData.assetUseHintRecordRef","Press [interact] to place <color=#F2E6BD>potions</color> inside the cupboard or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] لوضع <color=#F2E6BD>الجرعات</color> داخل الخزانة أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.furniture.cupboards.mediumCupboard.mediumCupboardData.assetContainerNameRef","Medium Cupboard","خزانة متوسطة"
"entities.items.houseItems.furniture.cupboards.mediumCupboard.mediumCupboardData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>look inside the potion cupboard</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لتفحص خزانة الجرعات من الداخل</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.furniture.cupboards.smallCupboard.smallCupboardData.assetContainerNameRef","Small Birchwood Cupboard","خزانة خشب البتولا الصغيرة"
"entities.items.houseItems.furniture.pedestals.carvedPedestal.acanthusCarvedPedestalData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Acanthus Carved Pedestal</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>قاعدة أكانثوس المنحوتة</color>."
"entities.items.houseItems.furniture.stands.carvedLecternStand.carvedLecternStandData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Carved Lectern Stand</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>منصة القراءة المنحوتة</color>."
"entities.items.houseItems.furniture.stools.carvedSentinelStool.carvedSentinelStoolData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Carved Sentinel Stool</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>مقعد الخفير المنحوت</color>."
"entities.items.houseItems.furniture.stools.carvedThroneStool.carvedThroneStoolData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Carved Throne Stool</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>مقعد العرش المنحوت</color>."
"entities.items.houseItems.furniture.stools.jadeWovenStool.jadeWovenStoolData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Jade-Woven Stool</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>مقعد منسوج من اليشم</color>."
"entities.items.houseItems.furniture.stools.whittledNestStool.whittledNestStoolData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Whittled Nest Stool</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>مقعد العش المنحوت</color>."
"entities.items.houseItems.furniture.tables.simpleDinnerTable.simpleDinnerTableData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Simple Dinner Table</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>طاولة الطعام البسيطة</color>."
"entities.items.houseItems.furniture.tables.simpleRoundTable.simpleRoundTableData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Simple Round Table</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>الطاولة المستديرة البسيطة</color>."
"entities.items.houseItems.furniture.tables.simpleTable.simpleTableData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Simple Table</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>طاولة بسيطة</color>."
"entities.items.houseItems.furniture.toys.whittledRockingHorse.whittledRockingHorseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Whittled Rocking Horse</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>حصان هزاز خشبي منحوت</color>."
"entities.items.houseItems.refineries.furnace.tier1.tier1HouseFurnaceData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Furnace</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>الفرن</color>."
"entities.items.houseItems.refineries.furnace.tier1.tier1HouseFurnaceData.assetRefineryNameRecordRef","Furnace","الفرن"
"entities.items.houseItems.refineries.furnace.tier1.tier1HouseFurnaceData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Furnace</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام الفرن</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطه</color>."
"entities.items.houseItems.refineries.sawmill.tier1.tier1HouseSawmillData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Sawmill</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>المَنشَرَة</color>."
"entities.items.houseItems.refineries.sawmill.tier1.tier1HouseSawmillData.assetRefineryNameRecordRef","Sawmill","المَنشَرَة"
"entities.items.houseItems.refineries.sawmill.tier1.tier1HouseSawmillData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Sawmill</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام المَنشَرَة</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.refineries.spinningWheel.tier1.tier1HouseSpinningWheelData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Spinning Wheel</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>عَجَلة الغَزْل</color>."
"entities.items.houseItems.refineries.spinningWheel.tier1.tier1HouseSpinningWheelData.assetRefineryNameRecordRef","Spinning Wheel","عَجَلة الغَزْل"
"entities.items.houseItems.refineries.spinningWheel.tier1.tier1HouseSpinningWheelData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Spinning Wheel</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام عَجَلة الغَزْل</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.refineries.tanningRack.tier1.tier1HouseTanningRackData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Tanning Rack</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>منشر الدباغة</color>."
"entities.items.houseItems.refineries.tanningRack.tier1.tier1HouseTanningRackData.assetRefineryNameRecordRef","Tanning Rack","منشر الدباغة"
"entities.items.houseItems.refineries.tanningRack.tier1.tier1HouseTanningRackData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Tanning Rack</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام منشر الدباغة</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطه</color>."
"entities.items.houseItems.short.generalBlockPickupHintRecordRef","Pick up","التقاط"
"entities.items.houseItems.short.generalLookorPickupHintRecordRef","Look inside or [block] to pick it up","تفحص بالداخل أو [block] للالتقاط"
"entities.items.houseItems.short.generalPlaceorPickupHintRecordRef","Place inside or [block] to pick it up","ضع بالداخل أو [block] للالتقاط"
"entities.items.houseItems.short.generalSitorPickupHintRecordRef","Sit or [block] to pick it up","اجلس أو [block] للالتقاط"
"entities.items.houseItems.short.generalSleeporPickupHintRecordRef","Sleep or [block] to pick it up","نم أو [block] للالتقاط"
"entities.items.houseItems.short.generalUseorPickupHintRecordRef","Use or [block] to pick it up","استخدم أو [block] للالتقاط"
"entities.items.houseItems.whisper.houseWhisper.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Whisper Stone</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام حجر الهمس</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطه</color>."
"entities.npcs.enemies.balakTaw.arenaGuardian.Name","Arena Guardian","حارس الساحة"
"entities.npcs.enemies.balakTaw.boneHawk.Name","Bone Hawk","صقر العظام"
"entities.npcs.enemies.balakTaw.bruiser.heavyFeather.Name","Heavy Feather","الريشة الثقيلة"
"entities.npcs.enemies.balakTaw.bruiser.theUnbreakableEgg.Name","The Unbreakable Egg","البيضة المنيعة"
"entities.npcs.enemies.balakTaw.highTalon.Name","High Talon","المخلب العالي"
"entities.npcs.enemies.balakTaw.hiveSlinger.Name","Hive Slinger","قاذف الخلية"
"entities.npcs.enemies.balakTaw.madBrambler.Name","Mad Brambler","المتشابك المجنون"
"entities.npcs.enemies.balakTaw.stalkingJay.Name","Stalking Jay","قيق متربص"
"entities.npcs.enemies.balakTaw.wildFinch.Name","Wild Finch","حسون بري"
"entities.npcs.enemies.baneMoth.Name","Bane Moth","عثة الهلاك"
"entities.npcs.enemies.bossBounties.brutalCouplet.name","Brutal Couplet","الثنائي الوحشي"
"entities.npcs.enemies.bossBounties.goldenTitan.name","Golden Titan","العملاق الذهبي"
"entities.npcs.enemies.bossBounties.serratedMother.name","Serrated Mother","الأم المسننة"
"entities.npcs.enemies.bossBounties.tornCaptain.name","Torn Captain","قبطان ممزق"
"entities.npcs.enemies.bossBounties.tornWatchman.name","Torn Watchman","حارس ممزق"
"entities.npcs.enemies.bossBounties.wallowingHusk.name","Wallowing Husk","قشرة متقلبة"
"entities.npcs.enemies.bosses.bulwarkShield.name","Bulwark","المتراس"
"entities.npcs.enemies.bosses.chickenBat.name2","The Winged Brood","السلالة المجنحة"
"entities.npcs.enemies.bosses.darak.darakData.darakData.name","Darak","داراك"
"entities.npcs.enemies.bosses.darak.name","Falstead Darak","فالستيد داراك"
"entities.npcs.enemies.bosses.darak.name2","Falstead Darak","فالستيد داراك"
"entities.npcs.enemies.bosses.darakMutant.name","Falstead Darak","فالستيد داراك"
"entities.npcs.enemies.bosses.darakMutant.name2","The Torn Falstead","فالستيد الممزق"
"entities.npcs.enemies.bosses.darakMutantHead.name","Falstead Darak","فالستيد داراك"
"entities.npcs.enemies.bosses.darakOutskirts.name","Falstead Darak","فالستيد داراك"
"entities.npcs.enemies.bosses.echoKnight.name","Cyvion the Echo Knight","سيفيون، فارس الصدى"
"entities.npcs.enemies.bosses.executioner.name","Broken Vow","العهد المنقوض"
"entities.npcs.enemies.bosses.keeperOfTheEmbrace.name","Keeper of the Embrace","حارس العناق"
"entities.npcs.enemies.bosses.mutantSoldier.name","Warrick the Torn","واريك الممزق"
"entities.npcs.enemies.bosses.plagueBear.name","The Lost Huntress","الصيادة الضائعة"
"entities.npcs.enemies.bosses.plagueBear.name2","The Lost Huntress","الصيادة الضائعة"
"entities.npcs.enemies.bosses.spiderBat.name","The Winged Mother","الأم المجنحة"
"entities.npcs.enemies.bosses.spiderBat.name2","The Winged Mother","الأم المجنحة"
"entities.npcs.enemies.bosses.spiderHorseUnmounted.name","Cyvion the Echo Knight","سيفيون، فارس الصدى"
"entities.npcs.enemies.bosses.theCareTaker.name","The Caretaker","المعتني"
"entities.npcs.enemies.bosses.theWingedBrood.name","The Winged Brood","السلالة المجنحة"
"entities.npcs.enemies.bosses.theWingedBroodBerserker1.name","Bile Wretch","بائس الصفراء"
"entities.npcs.enemies.bosses.theWingedBroodBerserker2.name","Blood Wraith","شبح الدم"
"entities.npcs.enemies.bosses.tusk.name","Tusk","الناب"
"entities.npcs.enemies.bosses.warrickTheTorn.name","Warrick the Torn","واريك الممزق"
"entities.npcs.enemies.bounties.defenderOfKnellap.Name","Defender of Knellap","مدافع نيلاف"
"entities.npcs.enemies.bounties.huntsman.Name","Huntsman","الصياد"
"entities.npcs.enemies.bounties.plagueDoctor.Name","Plague Doctor","طبيب الطاعون"
"entities.npcs.enemies.bounties.reaper.Name","Reaper","الحاصد"
"entities.npcs.enemies.bounties.theRed.Name","The Red","الأحمر"
"entities.npcs.enemies.bruiser.name","Bruiser","الملاكم العنيف"
"entities.npcs.enemies.brute.name","Brute","الوحش الغليظ"
"entities.npcs.enemies.brutePrisoner.name","The Riven Twins","التوأمان ريفن"
"entities.npcs.enemies.critters.alpineGoat.Name","Alpine Goat","ماعز ألبي"
"entities.npcs.enemies.critters.barnSpider.Name","Barn Spider","عنكبوت الحظيرة"
"entities.npcs.enemies.critters.bigCrab.Name","Harvester Crab","سرطان حاصد"
"entities.npcs.enemies.critters.brineCrab.Name","Brine Crab","سرطان الماء المالح"
"entities.npcs.enemies.critters.brushRabbit.Name","Brush Rabbit","أرنب الأحراج"
"entities.npcs.enemies.critters.crab.Name","Crab","سرطان بحري"
"entities.npcs.enemies.critters.crestedStag.Name","Crested Stag","أيل ذو عرف"
"entities.npcs.enemies.critters.grimeRat.Name","Grime Rat","جرذ القذارة"
"entities.npcs.enemies.critters.mireLeech.Name","Mire Leech","علقة المستنقع"
"entities.npcs.enemies.critters.nobleChicken.Name","Noble Chicken","دجاجة نبيلة"
"entities.npcs.enemies.critters.shadeFox.Name","Shade Fox","ثعلب الظل"
"entities.npcs.enemies.critters.speckledDeer.Name","Speckled Deer","غزال أرقط"
"entities.npcs.enemies.falseOnes.falseGuardian.Name","False Guardian","الحارس الزائف"
"entities.npcs.enemies.falseOnes.falseHarbinger.Name","False Harbinger","النذير الزائف"
"entities.npcs.enemies.falseOnes.falseOathkeeper.Name","False Oathkeeper","حافظ العهد الزائف"
"entities.npcs.enemies.falseOnes.falseRemnant.Name","False Remnant","الأثر الزائف"
"entities.npcs.enemies.falseOnes.falseSentinel.Name","False Sentinel","الخفير الزائف"
"entities.npcs.enemies.falseOnes.falseTitan.Name","False Titan","العملاق الزائف"
"entities.npcs.enemies.gloam.duskChild.Name","Dusk Child","طفل الغسق"
"entities.npcs.enemies.gloam.gloamking.Name","Gloamking","ملك الغلس"
"entities.npcs.enemies.gloam.torchborne.Name","Torchborne","حامل المشعل"
"entities.npcs.enemies.harvesters.copseTreader.Name","Copse Treader","واطئ الأحراج"
"entities.npcs.enemies.harvesters.limseedArcher.Name","Limseed Archer","رامي بذور الليمسيد"
"entities.npcs.enemies.harvesters.rustReaver.Name","Rust Reaver","سالب الصدأ"
"entities.npcs.enemies.harvesters.timberWight.Name","Timber Wight","ميت الخشب السائر"
"entities.npcs.enemies.harvesters.wormwoodWretch.Name","Wormwood Wretch","بائس الشيح"
"entities.npcs.enemies.kamikazeRat.Name","Immolation Rat","جرذ محرقة"
"entities.npcs.enemies.mimic.tornCrawler.Name","Torn Crawler","زاحف ممزق"
"entities.npcs.enemies.nith.nithLeviathan.Name","Nith Leviathan","لوياثان النيث"
"entities.npcs.enemies.nith.nithMuckwraith.Name","Nith Muckwraith","شبح وحل النيث"
"entities.npcs.enemies.nith.nithScreamer.Name","Nith Screamer","صارخ النيث"
"entities.npcs.enemies.nith.nithWallower.Name","Nith Wallower","متقلب وحل النيث"
"entities.npcs.enemies.nonHumanoids.brutes.swampGiants.theRivenTwins.name","The Riven Twins","التوأمان ريفن"
"entities.npcs.enemies.nonHumanoids.tornBear.Name","Torn Bear","دب ممزق"
"entities.npcs.enemies.nonHumanoids.wolves.tornWolf.Name","Torn Wolf","ذئب ممزق"
"entities.npcs.enemies.paleWolf.Name","Pale Wolf","ذئب شاحب"
"entities.npcs.enemies.plaguedHeart.Name","Torn Retcher","متقيئ ممزق"
"entities.npcs.enemies.plaguedRaiders.tornColossus.Name","Torn Colossus","عملاق ممزق"
"entities.npcs.enemies.plaguedRaiders.tornGrub.Name","Torn Grub","يرقة ممزقة"
"entities.npcs.enemies.plaguedRaiders.tornGrubhost.Name","Torn Grubhost","حاضن يرقات ممزق"
"entities.npcs.enemies.plaguedRaiders.tornRover.Name","Torn Rover","طواف ممزق"
"entities.npcs.enemies.plaguesystembosses.boar.name","Marin's Might","بأس مارين"
"entities.npcs.enemies.plaguesystembosses.caretaker.name","Marin's Voice","صوت مارين"
"entities.npcs.enemies.plaguesystembosses.darak.name","Annora's Shadow","ظل أنورا"
"entities.npcs.enemies.plaguesystembosses.echoKnight.name","The Sayer's Echo","صدى القائل"
"entities.npcs.enemies.plaguesystembosses.mutantSoldier.name","Sigrid's Vow","نذر سيغريد"
"entities.npcs.enemies.plaguesystembosses.plagueBear.name","Daughter of the Vale","ابنة الوادي"
"entities.npcs.enemies.plaguesystembosses.rivenTwins.name","Bloodbound Torment ","عذاب مقيد بالدم"
"entities.npcs.enemies.plaguesystembosses.wingedBrood.name","Children of the Chosen","أبناء المختار"
"entities.npcs.enemies.plaguesystembosses.wingedBroodBerserker1.name","Caylen's Faithful","مخلصو كايلن"
"entities.npcs.enemies.plaguesystembosses.wingedBroodBerserker2.name","Caylen's Forgotten","منسيو كايلن"
"entities.npcs.enemies.prisoners.bondedWitch.Name","Bonded Witch","ساحرة مقيدة"
"entities.npcs.enemies.prisoners.cagedExile.Name","Caged Exile","منفي قابع في قفص"
"entities.npcs.enemies.prisoners.shackledBrute.Name","Shackled Brute","وحش مغلل"
"entities.npcs.enemies.prisoners.tornCanid.Name","Torn Canid","كلبي ممزق"
"entities.npcs.enemies.prisoners.tornCaptive.Name","Torn Captive","أسير ممزق"
"entities.npcs.enemies.rustBear.Name","Rust Bear","دب الصدأ"
"entities.npcs.enemies.siren.sirenBantling.Name","Siren Bantling","صغير السيرانة"
"entities.npcs.enemies.siren.sirenMother.Name","Siren Mother","أم السيرانة"
"entities.npcs.enemies.siren.sirenOffspring.Name","Siren Offspring","نسل السيرانة"
"entities.npcs.enemies.tanth.tanthCleaver.Name","Tanth Cleaver","ساطور تانث"
"entities.npcs.enemies.tanth.tanthHarvester.Name","Tanth Harvester","حاصد تانث"
"entities.npcs.enemies.tanth.tanthOutrider.Name","Tanth Outrider","طليعة تانث"
"entities.npcs.enemies.tanth.tanthScout.Name","Tanth Scout","كشاف تانث"
"entities.npcs.enemies.tanth.tanthVanguard.Name","Tanth Vanguard","مقدمة تانث"
"entities.npcs.enemies.tornCarapace.Name","Torn Carapace","درع ممزق"
"entities.npcs.enemies.tornFowl.Name","Torn Fowl","طائر ممزق"
"entities.npcs.enemies.tornRat.Name","Torn Rat","جرذ ممزق"
"entities.npcs.enemies.types.balakTaw","Balak Taw","بالاك تاو"
"entities.npcs.enemies.types.beast","Beasts","الوحوش"
"entities.npcs.enemies.types.boarskin","Boarskin","جلد الخنزير"
"entities.npcs.enemies.types.falseOnes","False Ones","الزائفون"
"entities.npcs.enemies.types.giant","Giant","العمالقة"
"entities.npcs.enemies.types.gloam","The Gloam","الغلس"
"entities.npcs.enemies.types.harvesters","Harvesters","الحاصدون"
"entities.npcs.enemies.types.nith","Nith","النيث"
"entities.npcs.enemies.types.plagued","Plagued","الموبوؤون"
"entities.npcs.enemies.types.prisoner","Prisoners","السجناء"
"entities.npcs.enemies.types.risen","The Risen","الناهضون"
"entities.npcs.enemies.types.tanth","Knights of Tanth","فرسان تانث"
"entities.npcs.enemies.types.tornBeast","Torn Beasts","وحوش ممزقة"
"entities.npcs.enemies.types.tornHuman","Torn Humans","بشر ممزقون"
"entities.npcs.enemies.wildBoar.Name","Wild Boar","خنزير بري"
"entities.npcs.enemies.wingedBroodling.Name","Winged Broodling","فرخ مجنح"
"entities.npcs.friendly.features.arenaMaster.interactionHint","Press [interact] to <color=#F2E6BD>talk to Boroth the Arena Master</color>.","اضغط على [interact] <color=#F2E6BD>للتحدث إلى بوروث، سيد الساحة</color>."
"entities.npcs.friendly.features.borothArenaMaster.name","Boroth the Arena Master","بوروث، سيد الساحة"
"entities.npcs.friendly.features.borothArenaMaster.name2","Boroth the Arena Master","بوروث، سيد الساحة"
"entities.npcs.friendly.features.captainRandolph.interactionHint","Press [interact] to <color=#F2E6BD>talk</color>.","اضغط على [interact] <color=#F2E6BD>للتحدث</color>."
"entities.npcs.friendly.features.captainRandolph.name","Captain Randolph","القبطان راندولف"
"entities.npcs.friendly.features.captainRandolph.name2","Captain Randolph","القبطان راندولف"
"entities.npcs.friendly.generic.name","Whittacker","ويتكر"
"entities.npcs.friendly.quest.aSmallMercy.maeve.name","Maeve","مايف"
"entities.npcs.friendly.quest.balakTaw.greatBeak.interactionHint","Press [interact] to <color=#F2E6BD>talk to The Great Beak</color>.","اضغط على [interact] <color=#F2E6BD>للتحدث إلى المنقار العظيم</color>."
"entities.npcs.friendly.quest.balakTaw.greatBeak.name","The Great Beak","المنقار العظيم"
"entities.npcs.friendly.quest.beggarsTrust.casperDog.name","Casper","كاسبر"
"entities.npcs.friendly.quest.beggarsTrust.mainBeggar.name","Beaten Beggar","الشحاذ المضروب"
"entities.npcs.friendly.quest.mainBeggarBeggarsTrust.name","Beaten Beggar","الشحاذ المضروب"
"entities.npcs.friendly.quest.missingBrother.husbandAndWifeGroup1.interactionHint","Press [interact] to <color=#F2E6BD>talk</color>.","اضغط على [interact] <color=#F2E6BD>للتحدث</color>."
"entities.npcs.friendly.quest.missingBrother.missingBrother.name","Chained Man","رجل مصفد"
"entities.npcs.friendly.quest.missingBrother.missingBrotherDead.name","Caged Man","رجل في قفص"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.agathaView.Agatha","Agatha","أغاثا"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.arvinView.Arvin","Arvin","أرفين"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.benetaView.Beneta","Beneta","بينيتا"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.cyrielView.Cyriel","Cyriel","سيريل"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.dolan.name","Dolan","دولان"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.finiView.Fini","Fini","فيني"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.francisView.Francis","Francis","فرانسيس"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.gesView.Ges","Ges","جيس"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.gretaView.Greta","Greta","غريتا"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.hestaView.Hesta","Hesta","هيستا"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.igneyView.Igney","Igney","إغني"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.inolaView.Inola","Inola","إينولا"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.iverView.Iver","Iver","إيفر"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.kovaView.Kova","Kova","كوفا"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.minoView.Mino","Mino","مينو"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.netoView.Neto","Neto","نيتو"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.offemView.Offem","Offem","أوفيم"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.renaeView.Renae","Renae","رينيه"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.risaView.Risa","Risa","ريسا"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.tallum.name","Tallum","تالوم"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.trello.name","Trelo","تريلو"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.vadelView.Vadel","Vadel","فاديل"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.wallinView.Wallin","Wallin","والين"
"entities.npcs.friendly.quest.rootsThatBindNPCs.zombieVillager.name","Villager","قروي"
"entities.npcs.friendly.quest.royalSeal.boleinKnights.boleinKnightChoppingTree.name","Bolein Knight","فارس بولين"
"entities.npcs.friendly.quest.royalSeal.inquisitor.name","Inquisitor","محقق التفتيش"
"entities.npcs.friendly.quest.royalSeal.inquisitors.name","Inquisitors","محققو التفتيش"
"entities.npcs.friendly.quest.royalSeal.keeper.name","Keeper","الحافظ"
"entities.npcs.friendly.quest.royalSeal.orvyn.name","Orvyn","أورفين"
"entities.npcs.friendly.quest.royalSeal.primusBainbridge.name","Primus Bainbridge","القائد بينبريدج"
"entities.npcs.friendly.quest.royalSeal.quarryPrisoner.name","Malec","ماليك"
"entities.npcs.friendly.quest.royalSeal.speakerHess.name","Speaker Hess","المتحدث هيس"
