"key","source","target"
"boons.plagued.focus.darkPact.Description","Rune Attacks consume all <b>Focus</b>, dealing <b>damage proportional to the Focus consumed</b>, but reduce maximum <b>Focus</b> by {0}","تستهلك هجمات الرون كل <b>التركيز</b>، مسببة <b>ضرراً متناسباً مع التركيز المستهلك</b>، ولكن تقلل أقصى <b>تركيز</b> بمقدار {0}"
"boons.plagued.focus.darkPact.Name","Dark Pact","ميثاق مظلم"
"boons.plagued.focus.warriorsBargain.Description","[StatMaxFocus] <b>Max Focus</b> increased by {0}, but [StatFocusCost] <b>Focus Cost</b> increased by {1}","زيادة [StatMaxFocus] <b>الحد الأقصى للتركيز</b> بمقدار {0}، ولكن زيادة [StatFocusCost] <b>تكلفة التركيز</b> بمقدار {1}"
"boons.plagued.focus.warriorsBargain.Name","Warrior's Bargain","صفقة المحارب"
"boons.plagued.health.bloodPact.Description","[StatMaxHealth] <b>Max Health</b> increased by {0}, but [StatDamage] <b>Damage</b> reduced by {1}","زيادة [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {0}، ولكن تقليل [StatDamage] <b>الضرر</b> بمقدار {1}"
"boons.plagued.health.bloodPact.Name","Blood Pact","عهد الدم"
"boons.plagued.health.cursedFeast.Description","<b>Food Cooldown</b> reduced by {0}, but <b>Healing Effects</b> reduced by {1}","تقليل <b>فترة انتظار الطعام</b> بمقدار {0}، ولكن تقليل <b>تأثيرات الشفاء</b> بمقدار {1}"
"boons.plagued.health.cursedFeast.Name","Cursed Feast","وليمة ملعونة"
"boons.plagued.health.cursedResurrection.Description","<b>Revive</b> once after being killed with {0} [StatHealth] <b>Health</b>, but [StatMaxHealth] <b>Max Health</b> reduced by {1}","<b>الإنعاش</b> لمرة واحدة بعد الموت مع {0} من [StatHealth] <b>الصحة</b>، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.health.cursedResurrection.Name","Cursed Resurrection","بعث ملعون"
"boons.plagued.health.insidiousLeech.Description","Gain {0} [StatLifesteal] <b>Lifesteal</b>, but [StatMaxHealth] <b>Max Health</b> reduced by {1}","اكتساب {0} من [StatLifesteal] <b>سرقة الحياة</b>، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.health.insidiousLeech.Name","Insidious Leech","علقة خبيثة"
"boons.plagued.health.runicSacrifice.Description","Use <b>Health</b> instead of <b>Focus</b> for Rune Attacks","استخدام <b>الصحة</b> بدلاً من <b>التركيز</b> لشن هجمات الرون"
"boons.plagued.health.runicSacrifice.Name","Runic Sacrifice","تضحية رونية"
"boons.plagued.health.seethingVitality.Description","Regenerate {0} <b>Health</b> per second, but take {1} more <b>Damage</b>","تجديد {0} من <b>الصحة</b> في الثانية، ولكنك تتلقى {1} أكثر من <b>الضرر</b>"
"boons.plagued.health.seethingVitality.Name","Seething Vitality","حيوية فائضة"
"boons.plagued.health.taintedLifeforce.Description","[StatMaxHealth] <b>Max Health</b> increased by {0}, but [StatStaminaRegen] <b>Stamina Regeneration</b> reduced by {1}","زيادة [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {0}، ولكن تقليل [StatStaminaRegen] <b>تجدد التحمل</b> بمقدار {1}"
"boons.plagued.health.taintedLifeforce.Name","Tainted Lifeforce","قوة حياة دنسة"
"boons.plagued.ice.blizzardsGrasp.Description","{2} <b>Chance</b> to <b>execute</b> [!sIce]Frozen[/s] enemies, but [StatDamage] <b>Damage</b> reduced by {1}","<b>فرصة</b> {2} <b>لإعدام</b> الأعداء [!sIce]المجمدين[/s]، ولكن تقليل [StatDamage] <b>الضرر</b> بمقدار {1}"
"boons.plagued.ice.blizzardsGrasp.Name","Blizzard's Grasp","قبضة العاصفة الثلجية"
"boons.plagued.ice.chillingCurse.Description","[StatColdDamage] [!sIce]Ice Damage[/s] increased by {0}, but [StatStaminaCost] <b>Stamina Cost</b> increased by {1}","زيادة [StatColdDamage] [!sIce]الضرر الجليدي[/s] بمقدار {0}، ولكن زيادة [StatStaminaCost] <b>تكلفة التحمل</b> بمقدار {1}"
"boons.plagued.ice.chillingCurse.Name","Chilling Curse","لعنة قاطعة البرودة"
"boons.plagued.ice.doubleFrostbite.Description","Increase [StatColdDamage] [!sIce]Freeze Duration[/s] by {0}, but take {1} more [StatDamageTaken] <b>Damage</b>","زيادة [StatColdDamage] [!sIce]مدة التجميد[/s] بمقدار {0}، ولكنك تتلقى {1} أكثر من [StatDamageTaken] <b>الضرر</b>"
"boons.plagued.ice.doubleFrostbite.Name","Double Frostbite","لسعة صقيع مزدوجة"
"boons.plagued.ice.frozenCore.Description","[StatColdDamage] [!sIce]Ice Damage[/s] increased by {0}, but [StatStaminaRegen] <b>Stamina Regeneration</b> reduced by {1}","زيادة [StatColdDamage] [!sIce]الضرر الجليدي[/s] بمقدار {0}، ولكن تقليل [StatStaminaRegen] <b>تجدد التحمل</b> بمقدار {1}"
"boons.plagued.ice.frozenCore.Name","Frozen Core","قلب متجمد"
"boons.plagued.lightning.convulsingCurrent.Description","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0}, but [StatMaxFocus] <b>Maximum Focus</b> reduced by {1}","زيادة [StatLightningDamage] [!sLightning]ضرر البرق[/s] بمقدار {0}، ولكن تقليل [StatMaxFocus] <b>الحد الأقصى للتركيز</b> بمقدار {1}"
"boons.plagued.lightning.convulsingCurrent.Name","Convulsing Current","تيار متشنج"
"boons.plagued.lightning.cursedStatic.Description","<b>Static Field Damage</b> increased by {0}, but take {1} of its damage","زيادة <b>ضرر الحقل الساكن</b> بمقدار {0}، ولكنك تتلقى {1} من ضرره"
"boons.plagued.lightning.cursedStatic.Name","Cursed Static","شحنة ساكنة ملعونة"
"boons.plagued.lightning.spitefulGod.Description","Deal <b>Major</b> [StatLightningDamage] [!sLightning]Lightning Damage[/s] around you over time, but take <b>continuous Damage</b>","إلحاق <b>ضرر برق</b> [StatLightningDamage] [!sLightning]كبير[/s] حولك بمرور الوقت، ولكنك تتلقى <b>ضرراً مستمراً</b>"
"boons.plagued.lightning.spitefulGod.Name","Spiteful God","إله حقود"
"boons.plagued.lightning.stormsFury.Description","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0}, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","زيادة [StatLightningDamage] [!sLightning]ضرر البرق[/s] بمقدار {0}، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.lightning.stormsFury.Name","Storm's Fury","غضب العاصفة"
"boons.plagued.luck.avarice.Name","Avarice","جشع"
"boons.plagued.luck.incendiaryGaze.Description","{0} <b>Chance</b> to <b>execute</b> non-boss enemy on Damage Dealt, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","<b>فرصة</b> {0} <b>لإعدام</b> أي عدو غير زعيم عند إلحاق الضرر، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.luck.incendiaryGaze.Name","Incendiary Gaze","نظرة حارقة"
"boons.plagued.plague.blackDeath.Description","{0} <b>Chance</b> to <b>execute</b> [!sPlague]Infected[/s] enemy on Damage Dealt, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","<b>فرصة</b> {0} <b>لإعدام</b> عدو [!sPlague]مصاب بالوباء[/s] عند إلحاق الضرر، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.plague.blackDeath.Name","Black Death","الموت الأسود"
"boons.plagued.plague.cursedHost.Description","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0}, but you take some of it back","زيادة [StatPlagueDamage] [!sPlague]ضرر الوباء[/s] بمقدار {0}، ولكنك تتلقى بعضاً منه مجدداً"
"boons.plagued.plague.cursedHost.Name","Cursed Host","مضيف ملعون"
"boons.plagued.plague.plagueCarrier.Description","Deal <b>Major</b> [StatPlagueDamage] [!sPlague]Plague Damage[/s] around you over time, but take <b>continuous Damage</b>","إلحاق <b>ضرر وبائي</b> [StatPlagueDamage] [!sPlague]كبير[/s] حولك بمرور الوقت، ولكنك تتلقى <b>ضرراً مستمراً</b>"
"boons.plagued.plague.plagueCarrier.Name","Plague Carrier","حامل الوباء"
"boons.plagued.plague.virulentCurse.Description","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0}, but [StatMaxFocus] <b>Focus</b> is removed","زيادة [StatPlagueDamage] [!sPlague]ضرر الوباء[/s] بمقدار {0}، ولكن يُفقد [StatMaxFocus] <b>التركيز</b> بالكامل"
"boons.plagued.plague.virulentCurse.Name","Virulent Curse","لعنة فتاكة"
"boons.plagued.punishment.devastatingCurse.Description","Enemies deal {0} less [StatDamage] <b>Damage</b>, but your [StatAttackSpeed] <b>Attack Speed</b> is reduced by {1}","يلحق الأعداء [StatDamage] {0} أقل من <b>الضرر</b>، ولكن تقل [StatAttackSpeed] <b>سرعة هجومك</b> بمقدار {1}"
"boons.plagued.punishment.devastatingCurse.Name","Devastating Curse","لعنة مدمرة"
"boons.plagued.punishment.falseStart.Description","Enemies are immobilized for {0} seconds at the start of each Chamber, but your [StatMaxHealth] <b>Maximum Health</b> is reduced by {1}","يُشل الأعداء لمدة {0} ثوانٍ في بداية كل حجرة، ولكن يقل [StatMaxHealth] <b>حدك الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.punishment.falseStart.Name","False Start","بداية خاطئة"
"boons.plagued.punishment.kingsCharisma.Description","Enemies' and Player's <b>Health</b> drains continuously","تستنزف <b>صحة</b> الأعداء وصحة اللاعب بشكل مستمر"
"boons.plagued.punishment.kingsCharisma.Name","King's Charisma","مهابة الملك"
"boons.plagued.punishment.wrathOfGod.Description","Enemies take {0} more [StatElementalDamageTaken] <b>Elemental Damage</b>, but you take {1} more [StatDamageTaken] <b>Damage</b>","يتلقى الأعداء [StatElementalDamageTaken] {0} أكثر من <b>الضرر العنصري</b>، ولكنك تتلقى [StatDamageTaken] {1} أكثر من <b>الضرر</b>"
"boons.plagued.punishment.wrathOfGod.Name","Wrath of God","غضب الإله"
"boons.plagued.rush.darkFuse.Description","[StatFocusGain] <b>Focus Gain</b> increased by {1} for the first {0} seconds in a Chamber, but [StatFocusCost] <b>Focus Cost</b> increased by {2}","زيادة [StatFocusGain] <b>اكتساب التركيز</b> بمقدار {1} لأول {0} ثوانٍ في الحجرة، ولكن زيادة [StatFocusCost] <b>تكلفة التركيز</b> بمقدار {2}"
"boons.plagued.rush.darkFuse.Name","Dark Fuse","فتيل مظلم"
"boons.plagued.rush.healingFrenzy.Description","Gain {0} [StatHealth] <b>Health</b> at the start of each Chamber, but take <b>continuous Damage</b>","اكتساب {0} من [StatHealth] <b>الصحة</b> في بداية كل حجرة، ولكنك تتلقى <b>ضرراً مستمراً</b>"
"boons.plagued.rush.healingFrenzy.Name","Healing Frenzy","هياج الشفاء"
"boons.plagued.rush.rushedMight.Description","[StatDamage] <b>Damage</b> increased by {1} for the first {0} seconds in a Chamber, but take {2} more [StatDamageTaken] <b>Damage</b>","زيادة [StatDamage] <b>الضرر</b> بمقدار {1} لأول {0} ثوانٍ في الحجرة، ولكنك تتلقى {2} أكثر من [StatDamageTaken] <b>الضرر</b>"
"boons.plagued.rush.rushedMight.Name","Rushed Might","بأس مستعجل"
"boons.plagued.rush.staminaSpike.Description","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {1} for the first {0} seconds in a Chamber, but [StatMaxStamina] <b>Maximum Stamina</b> reduced by {2}","زيادة [StatStaminaRegen] <b>تجدد التحمل</b> بمقدار {1} لأول {0} ثوانٍ في الحجرة، ولكن تقليل [StatMaxStamina] <b>الحد الأقصى للتحمل</b> بمقدار {2}"
"boons.plagued.rush.staminaSpike.Name","Stamina Spike","طفرة التحمل"
"boons.plagued.stamina.crusadersSin.Description","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0} but [StatFocusGain] <b>Focus Gain</b> reduced by {1}","زيادة [StatStaminaRegen] <b>تجدد التحمل</b> بمقدار {0} ولكن تقليل [StatFocusGain] <b>اكتساب التركيز</b> بمقدار {1}"
"boons.plagued.stamina.crusadersSin.Name","Crusader's Sin","خطيئة الصليبي"
"boons.plagued.stamina.drainingEndurance.Description","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0}, but take {1} more [StatDamageTaken] <b>Damage</b>","زيادة [StatStaminaRegen] <b>تجدد التحمل</b> بمقدار {0}، ولكنك تتلقى {1} أكثر من [StatDamageTaken] <b>الضرر</b>"
"boons.plagued.stamina.drainingEndurance.Name","Draining Endurance","جلد مستنزف"
"boons.plagued.stamina.herosBurden.Description","[StatMaxStamina] <b>Max Stamina</b> increased by {0}, but [StatDamage] <b>Damage</b> reduced by {1}","زيادة [StatMaxStamina] <b>الحد الأقصى للتحمل</b> بمقدار {0}، ولكن تقليل [StatDamage] <b>الضرر</b> بمقدار {1}"
"boons.plagued.stamina.herosBurden.Name","Hero’s Burden","عبء البطل"
"boons.plagued.stamina.wearyCourage.Description","[StatMaxStamina] <b>Max Stamina</b> increased by {0}, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","زيادة [StatMaxStamina] <b>الحد الأقصى للتحمل</b> بمقدار {0}، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.stamina.wearyCourage.Name","Weary Courage","شجاعة مرهقة"
"boons.plagued.utility.darkScout.Description","<b>Removes Environmental Effects</b> but increases Enemy Difficulty","<b>إزالة التأثيرات البيئية</b> ولكن زيادة صعوبة الأعداء"
"boons.plagued.utility.darkScout.Name","Dark Scout","كشافة الظلام"
"boons.plagued.utility.necessaryCowardice.Description","Skip three Chambers ahead, but <b>Maximum Health</b> reduced by {0}","تخطي ثلاث حجرات إلى الأمام، ولكن تقليل <b>الحد الأقصى للصحة</b> بمقدار {0}"
"boons.plagued.utility.necessaryCowardice.Name","Necessary Cowardice","جبن اضطراري"
"boons.plagued.utility.shortRespite.Description","Skip to the <b>Limnus</b>, but the run gets abandoned after","الانتقال مباشرة إلى <b>الليمنوس</b>، ولكن تنتهي المحاولة بعدها مباشرة"
"boons.plagued.utility.shortRespite.Name","Short Respite","راحة قصيرة"
"boons.rare.cold.coldMastery.Description","[StatColdDamage] [!sIce]Ice Damage[/s] increased by {0} for each <b>Ice Echo</b>","زيادة [StatColdDamage] [!sIce]الضرر الجليدي[/s] بمقدار {0} مقابل كل <b>صدى جليدي</b>"
"boons.rare.cold.coldMastery.Name","Cold Mastery","براعة الصقيع"
"boons.rare.critical.criticalMastery.Description","[StatCritical] <b>Critical Damage</b> increased by {0} for each <b>Critical Damage Echo</b>","زيادة [StatCritical] <b>الضرر الحرج</b> بمقدار {0} مقابل كل <b>صدى ضرر حرج</b>"
"boons.rare.critical.criticalMastery.Name","Critical Mastery","براعة الضربات الحرجة"
"boons.rare.critical.deadlyEdge.Description","[StatCritical] <b>Critical Hit Chance</b> increased by {0} when <b>Health drops</b> below {1}","زيادة [StatCritical] <b>فرصة الضربة الحرجة</b> بمقدار {0} عندما <b>تهبط الصحة</b> إلى ما دون {1}"
"boons.rare.critical.deadlyEdge.Name","Deadly Edge","حد مميت"
"boons.rare.critical.savageFate.Description","[StatCritical] <b>Critical Damage</b> increased by {0} when <b>Health drops</b> below {1}","زيادة [StatCritical] <b>الضرر الحرج</b> بمقدار {0} عندما <b>تهبط الصحة</b> إلى ما دون {1}"
"boons.rare.critical.savageFate.Name","Savage Fate","مصير وحشي"
"boons.rare.critical.shatteringBlow.Description","[StatCritical] <b>Critical Damage</b> increased by {0}","زيادة [StatCritical] <b>الضرر الحرج</b> بمقدار {0}"
"boons.rare.critical.shatteringBlow.Name","Shattering Blow","ضربة ساحقة"
"boons.rare.damage.dualImpact.Description","<b>Chance to inflict Damage twice</b> increased by {1}","زيادة <b>فرصة إلحاق الضرر مرتين</b> بمقدار {1}"
"boons.rare.damage.dualImpact.Name","Dual Impact","أثر مزدوج"
"boons.rare.damage.explosiveDemise.Description","Double <b>Damage</b> dealt by <b>Death's Spite Boon</b> explosions","مضاعفة <b>الضرر</b> الناتج عن انفجارات <b>بركة ضغينة الموت</b>"
"boons.rare.damage.explosiveDemise.Name","Explosive Demise","هلاك متفجر"
"boons.rare.damage.frenziedAttack.Description","[StatDamage] <b>Damage</b> increased by {0}","زيادة [StatDamage] <b>الضرر</b> بمقدار {0}"
"boons.rare.damage.frenziedAttack.Name","Frenzied Attack","هجوم هائج"
"boons.rare.damage.killStreak.Description","[StatDamage] <b>Damage</b> increases by {0} on Kill up to {1} times","زيادة [StatDamage] <b>الضرر</b> بمقدار {0} عند القتل لما يصل إلى {1} مرات"
"boons.rare.damage.killStreak.Name","Kill Streak","سلسلة قتلى"
"boons.rare.elemental.bitterChain.Description","Elemental attacks <b>chain to nearby enemies</b>, dealing reduced damage","الهجمات العنصرية <b>تنتقل بين الأعداء القريبين</b>، مسببة ضرراً مخفضاً"
"boons.rare.elemental.bitterChain.Name","Bitter Chain","سلسلة لاذعة"
"boons.rare.elemental.elementalMastery.Description","All <b>Elemental Damage Types</b> increased by {0}","زيادة جميع <b>أنواع الضرر العنصري</b> بمقدار {0}"
"boons.rare.elemental.elementalMastery.Name","Elemental Mastery","براعة العناصر"
"boons.rare.elemental.naturesWrath.Description","[StatElementalDamage] <b>Elemental Damage</b> increased by {0}","زيادة [StatElementalDamage] <b>الضرر العنصري</b> بمقدار {0}"
"boons.rare.elemental.naturesWrath.Name","Nature's Wrath","غضب الطبيعة"
"boons.rare.elemental.summonersCrest.Description","<b>Elemental Damage potency</b> increased by {0}","زيادة <b>فاعلية الضرر العنصري</b> بمقدار {0}"
"boons.rare.elemental.summonersCrest.Name","Summoner's Crest","شعار المستدعي"
"boons.rare.equipment.blitzingFury.Description","[StatMovementSpeed] <b>Movement Speed</b> and [StatAttackSpeed] <b>Attack Speed</b> increased by {0}","زيادة [StatMovementSpeed] <b>سرعة الحركة</b> و[StatAttackSpeed] <b>سرعة الهجوم</b> بمقدار {0}"
"boons.rare.equipment.blitzingFury.Name","Blitzing Fury","غضب عاصف"
"boons.rare.equipment.featherweightGear.Description","[StatWeight] <b>Weight</b> of all equipment decreased by {0}","تقليل [StatWeight] <b>وزن</b> جميع المعدات بمقدار {0}"
"boons.rare.equipment.featherweightGear.Name","Featherweight Gear","عتاد خفيف كالريشة"
"boons.rare.equipment.ironResolve.Description","[StatPoiseDefense] <b>Poise Defense</b> increased by {0}","زيادة [StatPoiseDefense] <b>دفاع التوازن</b> بمقدار {0}"
"boons.rare.equipment.ironResolve.Name","Iron Resolve","عزم حديدي"
"boons.rare.equipment.reinforcedArmor.Description","<b>Durability</b> of all equipment increased by {0}","زيادة <b>متانة</b> جميع المعدات بمقدار {0}"
"boons.rare.equipment.reinforcedArmor.Name","Reinforced Armor","درع معزز"
"boons.rare.equipment.superiorHardenedGear.Description","[StatDamageTaken] <b>Damage Resistance</b> increased by {0}","زيادة [StatDamageTaken] <b>مقاومة الضرر</b> بمقدار {0}"
"boons.rare.equipment.superiorHardenedGear.Name","Superior Hardened Gear","عتاد مقوى متفوق"
"boons.rare.fire.bubblingLava.Description","Increase <b>Chance</b> to trigger <b>Fire Burst Echo</b>","زيادة <b>فرصة</b> تفعيل <b>صدى الانفجار الناري</b>"
"boons.rare.fire.bubblingLava.Name","Bubbling Lava","حمم فوارة"
"boons.rare.fire.heatMastery.Description","[StatFireDamage] [!sFire]Fire Damage[/s] increased by {0} for each <b>Fire Echo</b>","زيادة [StatFireDamage] [!sFire]الضرر الناري[/s] بمقدار {0} مقابل كل <b>صدى ناري</b>"
"boons.rare.fire.heatMastery.Name","Heat Mastery","براعة الحرارة"
"boons.rare.fire.inferno.Description","Increase [StatFireDamage] [!sFire]Fire Damage[/s] dealt by <b>Firestarter Echo</b>","زيادة [StatFireDamage] [!sFire]الضرر الناري[/s] الناتج عن <b>صدى مشعل النار</b>"
"boons.rare.fire.inferno.Name","Inferno","جحيم مستعر"
"boons.rare.focus.cerimShriek.Description","[StatDamage] <b>Rune Damage</b> increased by {0}","زيادة [StatDamage] <b>ضرر الرون</b> بمقدار {0}"
"boons.rare.focus.cerimShriek.Name","Cerim Shriek","صرخة السيريم"
"boons.rare.focus.relentlessZeal.Description","[StatFocusRegen] <b>Regenerate Focus</b>","تجديد [StatFocusRegen] <b>التركيز</b>"
"boons.rare.focus.relentlessZeal.Name","Relentless Zeal","حماسة لا هوادة فيها"
"boons.rare.focus.silentMuse.Description","[StatMaxFocus] <b>Focus Gain</b> increased by {0}","زيادة [StatMaxFocus] <b>اكتساب التركيز</b> بمقدار {0}"
"boons.rare.focus.silentMuse.Name","Silent Muse","إلهام صامت"
"boons.rare.focus.sublimePower.Description","[StatDamage] <b>Damage</b> increased by {0} of [StatFocus] Current Focus","زيادة [StatDamage] <b>الضرر</b> بنسبة {0} من التركيز الحالي [StatFocus]"
"boons.rare.focus.sublimePower.Name","Sublime Power","قوة سامية"
"boons.rare.focus.unspokenResolve.Description","[StatMaxFocus] <b>Max Focus</b> increased by {0}","زيادة [StatMaxFocus] <b>الحد الأقصى للتركيز</b> بمقدار {0}"
"boons.rare.focus.unspokenResolve.Name","Unspoken Resolve","عزم الصامت"
"boons.rare.focus.wretchedStrength.Description","Gain {0} [StatFocus] <b>Focus</b> on Kill","اكتساب {0} من [StatFocus] <b>التركيز</b> عند القتل"
"boons.rare.focus.wretchedStrength.Name","Wretched Strength","قوة بائسة"
"boons.rare.health.innerStrength.Description","<b>Health regenerates rapidly</b> over time","تجديد <b>الصحة سريعاً</b> بمرور الوقت"
"boons.rare.health.innerStrength.Name","Inner Strength","قوة داخلية"
"boons.rare.health.onceSpoken.Description","[StatHealing] <b>Healing</b> increased by {0}","زيادة [StatHealing] <b>الشفاء</b> بمقدار {0}"
"boons.rare.health.onceSpoken.Name","Once Spoken","ما قيل مرة"
"boons.rare.health.rapidBanquet.Description","<b>Food Cooldown</b> reduced by {0}","تقليل <b>فترة انتظار الطعام</b> بمقدار {0}"
"boons.rare.health.rapidBanquet.Name","Rapid Banquet","مأدبة سريعة"
"boons.rare.health.reapersGreed.Description","Gain {0} [StatHealth] <b>Health</b> on Kill or Staggering an enemy","اكتساب {0} من [StatHealth] <b>الصحة</b> عند القتل أو ترنّح عدو"
"boons.rare.health.reapersGreed.Name","Reaper's Greed","طمع الحاصد"
"boons.rare.health.sayersGrace.Description","[StatMaxHealth] <b>Max Health</b> increased by {0}","زيادة [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {0}"
"boons.rare.health.sayersGrace.Name","Sayer's Grace","نعمة القائل"
"boons.rare.health.secondChance.Description","<b>Revive</b> once after being killed with {0} [StatHealth] <b>Health</b>","<b>الإنعاش</b> لمرة واحدة بعد الموت مع {0} من [StatHealth] <b>الصحة</b>"
"boons.rare.health.secondChance.Name","Second Chance","فرصة ثانية"
"boons.rare.ice.brittleFrost.Description","Increase <b>Chance</b> to trigger <b>Shatter Echo</b>","زيادة <b>فرصة</b> تفعيل <b>صدى التحطيم</b>"
"boons.rare.ice.brittleFrost.Name","Brittle Frost","صقيع هش"
"boons.rare.ice.coldSnap.Description","{0} <b>Chance</b> to inflict [!sIce]Freeze[/s] on Parry","<b>فرصة</b> {0} لإحداث [!sIce]التجميد[/s] عند الصد المتقن"
"boons.rare.ice.coldSnap.Name","Cold Snap","موجة برد مفاجئة"
"boons.rare.ice.frostNova.Description","Deal <b>Major</b> [StatColdDamage] [!sIce]Ice Damage[/s] around you on Damage Taken","إلحاق <b>ضرر جليدي</b> [StatColdDamage] [!sIce]كبير[/s] حولك عند تلقي الضرر"
"boons.rare.ice.frostNova.Name","Frost Nova","انفجار صقيعي"
"boons.rare.ice.glacialFreeze.Description","Increase [StatColdDamage] [!sIce]Freeze Duration[/s] by {0}","زيادة [StatColdDamage] [!sIce]مدة التجميد[/s] بمقدار {0}"
"boons.rare.ice.glacialFreeze.Name","Glacial Freeze","تجميد جليدي"
"boons.rare.lightning.ballLightning.Description","{0} <b>Chance for Lightning to chain to nearby enemies</b>","فرصة {0} <b>لانتقال البرق بين الأعداء القريبين</b>"
"boons.rare.lightning.ballLightning.Name","Ball Lightning","برق كروي"
"boons.rare.lightning.electricMastery.Description","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0} for each <b>Lightning Echo</b>","زيادة [StatLightningDamage] [!sLightning]ضرر البرق[/s] بمقدار {0} مقابل كل <b>صدى برق</b>"
"boons.rare.lightning.electricMastery.Name","Electric Mastery","براعة الكهرباء"
"boons.rare.lightning.electrified.Description","Gain an <b>Electric Shield</b> that shocks attackers","اكتساب <b>درع كهربائي</b> يصعق المهاجمين"
"boons.rare.lightning.electrified.Name","Electrified","مكهرب"
"boons.rare.lightning.glowingSky.Description","Increase <b>Chance</b> to trigger <b>Crackling Air Echo</b>","زيادة <b>فرصة</b> تفعيل <b>صدى الهواء الطقطاق</b>"
"boons.rare.lightning.glowingSky.Name","Glowing Sky","سماء متوهجة"
"boons.rare.luck.dualEcho.Description","Gain {0} additional <b>random Echoes</b>","اكتساب {0} من <b>الأصداء العشوائية</b> الإضافية"
"boons.rare.luck.dualEcho.Name","Dual Echo","صدى مزدوج"
"boons.rare.luck.rogueShot.Description","{0} <b>Chance</b> to <b>execute</b> non-boss enemy on Damage Dealt","<b>فرصة</b> {0} <b>لإعدام</b> أي عدو غير زعيم عند إلحاق الضرر"
"boons.rare.luck.rogueShot.Name","Rogue Shot","طلقة مارقة"
"boons.rare.plague.cerimsPenance.Description","<b>Plague Damage</b> increased by {0}","زيادة <b>ضرر الوباء</b> بمقدار {0}"
"boons.rare.plague.cerimsPenance.Name","Cerim's Penance","توبة السيريم"
"boons.rare.plague.plagueMastery.Description","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0} for each <b>Plague Echo</b>","زيادة [StatPlagueDamage] [!sPlague]ضرر الوباء[/s] بمقدار {0} مقابل كل <b>صدى وباء</b>"
"boons.rare.plague.plagueMastery.Name","Plague Mastery","براعة الوباء"
"boons.rare.plague.roamingPlague.Description","Increase <b>Chance</b> to trigger <b>Creeping Plague Echo</b>","زيادة <b>فرصة</b> تفعيل <b>صدى الوباء الزاحف</b>"
"boons.rare.plague.roamingPlague.Name","Roaming Plague","وباء جوال"
"boons.rare.plague.tornEruption.Description","Increase <b>Chance</b> to trigger <b>Torn Outbreak Echo</b>","زيادة <b>فرصة</b> تفعيل <b>صدى تفشّي المسوخ</b>"
"boons.rare.plague.tornEruption.Name","Torn Eruption","ثوران المسوخ"
"boons.rare.punishment.ancientHex.Description","Enemies take {0} more [StatElementalDamageTaken] <b>Elemental Damage</b>","يتلقى الأعداء [StatElementalDamageTaken] {0} أكثر من <b>الضرر العنصري</b>"
"boons.rare.punishment.ancientHex.Name","Ancient Hex","نحس قديم"
"boons.rare.punishment.championsCharisma.Description","Enemies' <b>Health</b> drains rapidly and continuously","تستنزف <b>صحة</b> الأعداء بسرعة وبشكل مستمر"
"boons.rare.punishment.championsCharisma.Name","Champion's Charisma","مهابة البطل"
"boons.rare.punishment.cripplingCurse.Description","Enemies deal {0} less [StatDamage] <b>Damage</b>","يلحق الأعداء [StatDamage] {0} أقل من <b>الضرر</b>"
"boons.rare.punishment.cripplingCurse.Name","Crippling Curse","لعنة مشلة"
"boons.rare.punishment.quagmire.Description","Enemies' [StatMovementSpeed] <b>Movement Speed</b> reduced by {0}","تقليل [StatMovementSpeed] <b>سرعة حركة</b> الأعداء بمقدار {0}"
"boons.rare.punishment.quagmire.Name","Quagmire","مستنقع موحل"
